n,p,n_steps,time,bottom_reached
1,0.01,1,0.000300381,0
9,0.01,1,0.00102687,0
5,0.01,1,0.000757717,0
1,0.02,1,9.94653e-07,0
1,0.03,1,8.90344e-07,0
1,0.04,1,1.05426e-06,0
1,0.05,1,6.55651e-07,0
1,0.06,1,2.18377e-05,0
1,0.07,1,2.04295e-05,0
1,0.08,1,2.77348e-05,0
1,0.09,1,4.99189e-07,0
1,0.1,1,2.27392e-05,0
1,0.11,1,6.4075e-07,0
1,0.12,1,7.33882e-07,0
1,0.13,1,4.69387e-07,0
1,0.14,1,5.01461e-05,0
1,0.15,1,1.36681e-05,0
1,0.16,1,2.77758e-05,0
1,0.17,1,2.41362e-05,0
1,0.18,2,4.15482e-05,1
1,0.19,2,1.2029e-05,1
13,0.01,1,0.0013851,0
5,0.02,1,0.000328921,0
1,0.2,1,4.47333e-05,0
1,0.21,1,4.16338e-05,0
1,0.22,2,4.69387e-07,1
1,0.23,2,8.00937e-07,1
1,0.24,1,7.33882e-07,0
1,0.25,1,1.01291e-05,0
1,0.26,1,9.65968e-06,0
1,0.27,1,1.03936e-06,0
1,0.28,2,4.09409e-05,1
1,0.29,1,3.91677e-05,0
1,0.3,2,5.73695e-07,1
1,0.31,1,2.22884e-05,0
1,0.32,2,4.91738e-07,1
1,0.33,1,5.16437e-05,0
1,0.34,1,3.45968e-05,0
1,0.35,1,3.1352e-05,0
5,0.03,1,0.000321344,0
1,0.36,1,2.63825e-05,0
1,0.37,1,6.7845e-05,0
1,0.38,1,2.81669e-05,0
1,0.39,2,3.07709e-05,1
9,0.02,1,0.000808522,0
5,0.04,1,0.000159346,0
1,0.4,1,6.75917e-05,0
1,0.41,2,7.31945e-05,1
1,0.42,2,2.54475e-05,1
1,0.43,2,1.24462e-05,1
1,0.44,2,1.12765e-05,1
1,0.45,1,8.9407e-07,0
1,0.46,1,2.06232e-05,0
1,0.47,2,1.20327e-06,1
1,0.48,1,1.90884e-05,0
5,0.05,2,0.000230115,0
1,0.49,2,1.39475e-05,1
1,0.5,1,9.05246e-07,0
1,0.51,1,5.40167e-07,0
1,0.52,1,1.14143e-05,0
1,0.53,1,2.42144e-05,0
1,0.54,1,2.29403e-05,0
1,0.55,1,8.34465e-07,0
17,0.01,1,0.00220319,0
21,0.01,1,0.00221313,0
1,0.56,2,4.1388e-05,1
1,0.57,2,4.5076e-07,1
1,0.58,1,1.27368e-05,0
13,0.02,1,0.000875179,0
1,0.59,2,3.59528e-05,1
5,0.06,2,0.000194434,0
1,0.6,2,5.03659e-05,1
1,0.61,2,1.35303e-05,1
1,0.62,2,9.574e-07,1
1,0.63,1,1.69277e-05,0
1,0.64,2,6.96629e-07,1
1,0.65,1,1.20476e-05,0
9,0.03,1,0.000518296,0
1,0.66,2,2.14987e-05,1
5,0.07,2,0.000124287,0
1,0.67,2,2.68631e-05,1
1,0.68,2,2.26572e-05,1
1,0.69,2,5.25266e-07,1
1,0.7,2,6.44252e-05,1
