n,p,n_steps,time,bottom_reached
1,0.01,1,0.000322379,0
1,0.02,1,1.07512e-05,0
1,0.03,1,1.05239e-05,0
1,0.04,1,5.40167e-07,0
1,0.05,1,2.21357e-05,0
1,0.06,1,7.6741e-07,0
1,0.07,1,5.70565e-05,0
1,0.08,1,1.54637e-05,0
1,0.09,1,1.28523e-05,0
5,0.01,1,0.000893377,0
1,0.1,2,3.8106e-05,1
1,0.11,1,8.9407e-07,0
1,0.12,1,3.86275e-05,0
1,0.13,1,1.09039e-05,0
1,0.14,1,1.71885e-05,0
1,0.15,1,2.82302e-05,0
1,0.16,2,3.78154e-05,1
1,0.17,1,1.41859e-05,0
1,0.18,1,1.38953e-06,0
1,0.19,1,1.96807e-05,0
1,0.2,1,2.0124e-05,0
1,0.21,1,6.37025e-07,0
1,0.22,2,3.21269e-05,1
13,0.01,1,0.00114422,0
1,0.23,2,2.08728e-05,1
1,0.24,1,6.22123e-07,0
1,0.25,1,1.48155e-05,0
1,0.26,1,2.21059e-05,0
1,0.27,1,1.80379e-05,0
5,0.02,1,0.000328876,0
1,0.28,1,9.20892e-06,0
1,0.29,1,6.23204e-05,0
1,0.3,1,2.95453e-05,0
1,0.31,1,5.06118e-05,0
1,0.32,1,1.07214e-05,0
1,0.33,1,2.80887e-05,0
1,0.34,1,1.09971e-05,0
1,0.35,2,1.3046e-05,1
5,0.03,2,0.000226934,0
1,0.36,2,4.33102e-05,1
1,0.37,2,5.84871e-07,1
1,0.38,1,7.6741e-07,0
9,0.01,1,0.00148563,0
1,0.39,2,6.3356e-05,1
1,0.4,1,1.44653e-05,0
1,0.41,1,1.22935e-06,0
1,0.42,1,2.26721e-05,0
1,0.43,2,2.03885e-05,1
1,0.44,1,1.35675e-05,0
1,0.45,1,7.86036e-07,0
1,0.46,1,3.62508e-05,0
1,0.47,2,1.05053e-06,1
1,0.48,1,2.1562e-05,0
1,0.49,1,2.601e-05,0
1,0.5,1,1.1567e-05,0
1,0.51,1,7.59959e-07,0
1,0.52,1,1.06469e-05,0
1,0.53,2,3.65824e-05,1
1,0.54,1,2.14502e-05,0
1,0.55,1,7.00355e-07,0
1,0.56,1,2.17743e-05,0
1,0.57,2,3.31141e-05,1
1,0.58,1,7.30157e-07,0
1,0.59,1,2.02321e-05,0
1,0.6,2,1.56127e-05,1
1,0.61,2,2.86028e-05,1
1,0.62,2,1.04271e-05,1
1,0.63,2,8.00937e-07,1
1,0.64,1,1.04681e-06,0
1,0.65,2,1.00397e-05,1
1,0.66,2,1.78553e-05,1
1,0.67,1,7.15256e-07,0
1,0.68,1,2.35885e-05,0
5,0.04,1,0.00056342,0
1,0.69,1,1.16453e-05,0
1,0.7,2,2.12602e-05,1
1,0.71,2,5.66244e-07,1
1,0.72,2,6.80685e-05,1
1,0.73,2,8.64267e-07,1
1,0.74,1,3.04393e-05,0
1,0.75,2,1.38022e-05,1
9,0.02,1,0.000672966,0
1,0.76,2,2.21618e-05,1
1,0.77,2,1.99378e-05,1
1,0.78,2,1.2625e-05,1
1,0.79,2,1.17719e-06,1
1,0.8,2,6.29388e-05,1
5,0.05,2,0.000282262,0
1,0.81,2,2.09399e-05,1
1,0.82,2,1.19358e-05,1
1,0.83,2,6.66827e-07,1
1,0.839999,2,1.22376e-05,1
1,0.849999,2,7.45058e-07,1
1,0.859999,2,2.08057e-05,1
13,0.02,2,0.00122845,0
1,0.869999,2,1.92411e-05,1
1,0.879999,1,1.00359e-05,0
1,0.889999,2,8.12113e-07,1
1,0.899999,2,5.81145e-07,1
1,0.909999,2,2.04854e-05,1
5,0.06,1,0.000128109,0
1,0.919999,2,2.78242e-05,1
1,0.929999,1,1.06879e-05,0
1,0.939999,2,1.79522e-05,1
1,0.949999,2,3.92385e-05,1
1,0.959999,2,2.83681e-05,1
1,0.969999,2,1.5039e-05,1
1,0.979999,2,1.94311e-05,1
1,0.989999,2,2.48104e-06,1
17,0.01,1,0.0025829,0
1,0.999999,2,9.15676e-06,1
2,0.01,1,4.00729e-05,0
2,0.02,1,9.9279e-06,0
5,0.07,1,0.000300877,0
2,0.03,2,0.000120103,0
2,0.04,1,1.70246e-06,0
2,0.05,1,5.62593e-05,0
2,0.06,1,2.19047e-05,0
9,0.03,1,0.000697419,0
2,0.07,1,4.58136e-05,0
2,0.08,1,3.76925e-05,0
2,0.09,1,1.87233e-05,0
2,0.1,1,7.49752e-05,0
2,0.11,1,3.47123e-05,0
2,0.12,1,3.15085e-05,0
5,0.08,1,0.000433777,0
25,0.01,2,0.00320659,0
2,0.13,1,0.000150688,0
2,0.14,1,5.90719e-05,0
2,0.15,1,1.51247e-06,0
5,0.09,1,0.000168376,0
2,0.16,1,3.94396e-05,0
2,0.17,1,7.32467e-05,0
2,0.18,1,8.21725e-05,0
2,0.19,2,2.01687e-05,0
5,0.1,1,0.000204075,0
2,0.2,1,2.224e-05,0
9,0.04,1,0.000698239,0
2,0.21,3,2.26647e-05,1
2,0.22,2,2.90498e-05,0
2,0.23,1,1.97291e-05,0
5,0.11,1,0.00023362,0
2,0.24,2,0.000140194,0
2,0.25,2,6.94022e-05,0
2,0.26,3,2.03475e-05,1
2,0.27,2,7.53403e-05,0
2,0.28,2,4.12948e-05,0
9,0.05,1,0.000478074,0
2,0.29,1,9.23388e-05,0
5,0.12,2,0.000338148,0
13,0.03,1,0.00177749,0
2,0.3,2,6.79269e-05,0
21,0.01,1,0.00422318,0
2,0.31,1,5.31226e-05,0
