n,p,n_steps,time,bottom_reached
1,0.01,1,0.000332765,0
9,0.01,2,0.000635799,0
13,0.01,1,0.000783123,0
5,0.01,1,0.000410736,0
1,0.02,1,2.243e-05,0
1,0.03,1,1.69165e-05,0
17,0.01,1,0.0014949,0
1,0.04,1,0.000138346,0
1,0.05,1,8.6017e-06,0
1,0.06,1,2.2918e-05,0
5,0.02,2,0.000214543,0
1,0.07,1,1.63205e-05,0
1,0.08,2,2.40728e-05,1
1,0.09,1,7.25687e-06,0
1,0.1,1,1.01998e-05,0
1,0.11,1,1.05463e-05,0
1,0.12,1,6.57625e-05,0
5,0.03,1,0.000147119,0
1,0.13,2,1.16453e-05,1
1,0.14,1,1.72146e-05,0
1,0.15,1,1.66111e-05,0
5,0.04,1,0.000149526,0
1,0.16,1,0.000146087,0
1,0.17,2,5.14723e-05,1
1,0.18,1,1.76765e-05,0
1,0.19,1,6.07222e-07,0
1,0.2,1,1.90362e-05,0
9,0.02,1,0.000664201,0
1,0.21,1,1.11572e-05,0
1,0.22,1,5.25266e-07,0
1,0.23,1,2.24896e-05,0
1,0.24,1,1.55047e-05,0
1,0.25,1,8.15094e-06,0
1,0.26,2,3.94285e-05,1
1,0.27,1,8.82894e-07,0
13,0.02,1,0.000770301,0
1,0.28,2,3.35798e-05,1
1,0.29,1,8.92952e-06,0
1,0.3,2,1.56127e-05,1
1,0.31,1,7.99075e-06,0
1,0.32,1,6.07222e-07,0
1,0.33,2,1.20029e-05,1
5,0.05,1,0.000355635,0
1,0.34,2,8.78349e-05,1
1,0.35,2,2.11746e-05,1
1,0.36,2,1.07102e-05,1
1,0.37,1,2.56561e-05,0
1,0.38,1,1.80379e-05,0
5,0.06,1,0.000229701,0
1,0.39,1,0.000175394,0
1,0.4,1,1.37053e-05,0
1,0.41,2,1.7684e-05,1
1,0.42,2,1.72779e-05,1
1,0.43,1,9.39108e-05,0
1,0.44,2,8.33347e-06,1
1,0.45,1,8.88482e-06,0
1,0.46,2,1.16155e-05,1
1,0.47,2,7.1153e-07,1
1,0.48,2,1.62423e-06,1
1,0.49,2,7.89762e-07,1
5,0.07,2,0.000263914,0
