n,p,n_steps,time,bottom_reached
1,0.01,1,0.00026409,0
13,0.01,1,0.000726555,0
1,0.02,1,1.48639e-05,0
1,0.03,1,8.34465e-07,0
1,0.04,1,7.07805e-07,0
1,0.05,1,2.97204e-05,0
1,0.06,1,2.86624e-05,0
1,0.07,1,9.76399e-06,0
1,0.08,1,8.12113e-07,0
1,0.09,1,1.61491e-05,0
1,0.1,1,7.48783e-07,0
1,0.11,1,4.62867e-05,0
1,0.12,1,9.75281e-06,0
1,0.13,1,4.69387e-07,0
1,0.14,1,1.15111e-06,0
1,0.15,2,1.44914e-05,1
1,0.16,1,2.00234e-05,0
1,0.17,2,1.79112e-05,1
5,0.01,1,0.00100799,0
1,0.18,1,1.99974e-05,0
1,0.19,1,7.86036e-07,0
1,0.2,1,1.98968e-05,0
1,0.21,1,1.0889e-05,0
1,0.22,1,1.15857e-06,0
1,0.23,1,1.34371e-05,0
1,0.24,1,9.87947e-06,0
1,0.25,1,4.69387e-07,0
1,0.26,1,2.73697e-05,0
1,0.27,1,9.31323e-07,0
1,0.28,1,1.19582e-05,0
1,0.29,1,6.22123e-07,0
1,0.3,1,2.26721e-05,0
1,0.31,2,1.7643e-05,1
1,0.32,1,1.14068e-05,0
1,0.33,1,7.45058e-07,0
1,0.34,2,2.1778e-05,1
1,0.35,2,7.41333e-07,1
9,0.01,1,0.00118635,0
1,0.36,1,1.40741e-05,0
1,0.37,2,1.24164e-05,1
1,0.38,1,5.80512e-05,0
1,0.39,2,9.77889e-06,1
1,0.4,1,1.09151e-05,0
1,0.41,2,1.91815e-05,1
1,0.42,2,3.05437e-05,1
1,0.43,2,2.83755e-05,1
1,0.44,2,9.98378e-07,1
1,0.45,2,5.42551e-05,1
1,0.46,1,1.2286e-05,0
1,0.47,1,9.41381e-06,0
1,0.48,2,7.22706e-07,1
1,0.49,1,6.85453e-07,0
1,0.5,1,3.24883e-05,0
5,0.02,1,0.000505488,0
1,0.51,1,1.38879e-05,0
1,0.52,2,2.43634e-05,1
1,0.53,1,4.54485e-07,0
9,0.02,2,0.000363458,0
1,0.54,2,2.72095e-05,1
1,0.55,1,7.80635e-05,0
1,0.56,1,3.55504e-05,0
1,0.57,2,2.15732e-05,1
1,0.58,2,8.08388e-07,1
1,0.59,2,9.46224e-06,1
1,0.6,1,1.98409e-05,0
1,0.61,2,8.08388e-07,1
1,0.62,2,1.17719e-06,1
1,0.63,1,3.57628e-07,0
1,0.64,1,5.69969e-07,0
1,0.65,1,8.41916e-07,0
1,0.66,1,6.92904e-07,0
1,0.67,2,1.11349e-05,1
5,0.03,1,0.000280198,0
1,0.68,2,1.09859e-05,1
1,0.69,2,2.64607e-05,1
1,0.7,2,1.5609e-06,1
1,0.71,1,3.23243e-05,0
1,0.72,2,2.15918e-05,1
1,0.73,1,6.44475e-07,0
1,0.74,2,9.76771e-06,1
1,0.75,2,6.48201e-07,1
1,0.76,2,9.89065e-06,1
1,0.77,2,4.59664e-05,1
1,0.78,1,4.61936e-07,0
1,0.79,2,2.14279e-05,1
1,0.8,2,7.63685e-07,1
1,0.81,2,1.20625e-05,1
1,0.82,2,9.83477e-07,1
1,0.83,1,4.63128e-05,0
1,0.839999,2,1.10753e-05,1
1,0.849999,2,1.21184e-05,1
5,0.04,1,0.00029273,0
1,0.859999,2,1.95429e-05,1
1,0.869999,2,6.81728e-07,1
1,0.879999,2,1.99601e-05,1
1,0.889999,2,7.00355e-07,1
1,0.899999,2,6.37025e-07,1
1,0.909999,2,4.4547e-05,1
1,0.919999,2,5.58794e-07,1
1,0.929999,2,5.17815e-07,1
1,0.939999,1,1.35601e-06,0
1,0.949999,2,1.04979e-05,1
1,0.959999,2,2.18377e-05,1
9,0.03,1,0.000644039,0
1,0.969999,2,2.39946e-05,1
1,0.979999,2,1.09524e-05,1
5,0.05,1,0.000157449,0
1,0.989999,2,2.01277e-05,1
1,0.999999,2,5.84871e-07,1
2,0.01,1,7.96951e-05,0
17,0.01,1,0.00238859,0
2,0.02,1,0.00011497,0
2,0.03,1,7.21477e-05,0
2,0.04,1,2.10479e-06,0
13,0.02,2,0.00189517,0
5,0.06,2,0.000474069,0
5,0.07,1,0.000174154,0
2,0.05,1,0.000402793,0
9,0.04,2,0.000748344,0
5,0.08,1,0.000206415,0
2,0.06,1,0.000230368,0
25,0.01,1,0.00321483,0
2,0.07,1,2.75709e-05,0
5,0.09,1,0.000202797,0
2,0.08,2,9.57064e-05,0
2,0.09,1,4.69051e-05,0
2,0.1,1,2.40281e-06,0
2,0.11,1,2.82191e-05,0
2,0.12,1,4.98854e-05,0
2,0.13,2,3.20151e-05,0
2,0.14,1,3.7726e-05,0
2,0.15,1,1.63913e-06,0
2,0.16,2,3.06703e-05,0
5,0.1,3,0.000242878,0
2,0.17,2,5.84014e-05,0
9,0.05,1,0.000665382,0
2,0.18,1,5.25676e-05,0
2,0.19,1,1.21817e-06,0
5,0.11,1,0.000128917,0
13,0.03,2,0.00105445,0
2,0.2,1,4.02741e-05,0
2,0.21,2,1.24052e-06,0
21,0.01,1,0.00375107,0
2,0.22,2,5.93327e-05,0
2,0.23,1,2.48104e-06,0
2,0.24,1,1.432e-05,0
2,0.25,2,3.11919e-05,0
2,0.26,1,1.20327e-05,0
2,0.27,2,7.02962e-05,0
2,0.28,2,1.18837e-05,0
2,0.29,2,1.94833e-06,0
2,0.3,3,2.14316e-05,1
5,0.12,1,0.000263527,0
2,0.31,2,8.99397e-05,0
2,0.32,1,7.14436e-05,0
2,0.33,2,5.36777e-05,0
2,0.34,2,3.17134e-05,0
5,0.13,2,0.000281956,0
2,0.35,2,9.0275e-05,0
2,0.36,2,2.36072e-05,0
2,0.37,2,2.08542e-05,0
2,0.38,3,1.41896e-05,1
9,0.06,1,0.000752151,0
5,0.14,3,0.000202961,0
2,0.39,1,0.000124332,0
2,0.4,1,2.00234e-05,0
2,0.41,3,8.26679e-05,1
2,0.42,1,9.80422e-05,0
5,0.15,3,0.00027179,0
2,0.43,2,5.63562e-05,0
2,0.44,2,8.6423e-05,0
17,0.02,1,0.00242481,0
2,0.45,1,5.33164e-05,0
2,0.46,2,1.76951e-06,0
5,0.16,3,0.000215773,0
2,0.47,3,5.66542e-05,1
2,0.48,2,2.18414e-05,0
9,0.07,2,0.000595313,0
2,0.49,2,2.45869e-05,0
5,0.17,2,0.00012318,0
2,0.5,4,6.67982e-05,1
13,0.04,2,0.00145836,0
2,0.51,1,0.000136971,0
2,0.52,2,4.01363e-05,0
2,0.53,4,2.6606e-05,1
5,0.18,1,0.000293307,0
2,0.54,2,0.000110079,0
9,0.08,2,0.000405233,0
2,0.55,3,8.97162e-05,1
2,0.56,4,9.14373e-05,1
2,0.57,3,3.96445e-05,1
5,0.19,1,0.000265174,0
2,0.58,4,2.36668e-05,1
2,0.59,2,2.33948e-06,0
2,0.6,4,7.95797e-05,1
5,0.2,2,0.000112053,0
2,0.61,2,6.916e-05,0
2,0.62,4,1.94088e-06,1
5,0.21,2,0.000116382,0
2,0.63,3,0.000133842,1
5,0.22,2,0.000101011,0
29,0.01,1,0.00598109,0
2,0.64,3,9.43579e-05,1
9,0.09,1,0.000654452,0
2,0.65,2,0.0001003,0
2,0.66,4,7.91475e-05,1
5,0.23,2,0.000286106,0
2,0.67,2,7.99783e-05,0
2,0.68,3,3.25777e-05,1
2,0.69,2,3.52822e-05,0
2,0.7,3,1.24536e-05,1
5,0.24,2,0.000136208,0
2,0.71,2,9.19104e-05,0
13,0.05,1,0.00131802,0
2,0.72,3,2.15434e-05,1
2,0.73,4,1.39251e-05,1
2,0.74,3,2.22065e-05,1
2,0.75,3,2.02283e-06,1
2,0.76,3,1.28858e-05,1
9,0.1,2,0.000509121,0
5,0.25,2,0.000200201,0
2,0.77,4,6.49989e-05,1
2,0.78,3,7.04713e-05,1
21,0.02,2,0.00295496,0
2,0.79,3,5.43855e-05,1
5,0.26,1,0.000260849,0
2,0.8,3,0.000129279,1
2,0.81,3,5.87404e-05,1
2,0.82,4,3.47197e-05,1
2,0.83,3,0.000106763,1
2,0.839999,4,1.2368e-06,1
5,0.27,2,0.000243049,0
9,0.11,2,0.000552028,0
17,0.03,1,0.00228828,0
2,0.849999,3,0.000108235,1
5,0.28,2,0.000160962,0
33,0.01,1,0.00718411,0
2,0.859999,3,0.000107881,1
2,0.869999,3,3.22685e-05,1
2,0.879999,3,2.50675e-05,1
2,0.889999,3,1.37836e-06,1
2,0.899999,3,8.94926e-05,1
5,0.29,1,0.00023441,0
2,0.909999,3,3.85866e-05,1
2,0.919999,3,8.75182e-05,1
13,0.06,1,0.00110267,0
2,0.929999,3,4.3124e-05,1
2,0.939999,3,5.64046e-05,1
2,0.949999,3,1.69128e-06,1
5,0.3,2,0.000200573,0
25,0.02,1,0.00448653,0
2,0.959999,4,2.63788e-05,1
2,0.969999,3,5.42067e-05,1
9,0.12,1,0.000664368,0
5,0.31,2,0.000111744,0
2,0.979999,3,8.83117e-05,1
2,0.989999,3,1.51619e-06,1
2,0.999999,3,2.16439e-05,1
3,0.01,1,9.43467e-05,0
3,0.02,1,0.000162464,0
9,0.13,4,0.000389028,0
3,0.03,1,6.15194e-05,0
5,0.32,2,0.000402678,0
3,0.04,1,0.00014288,0
3,0.05,1,1.49123e-05,0
13,0.07,1,0.000859734,0
5,0.33,1,0.000249214,0
3,0.06,1,0.00012473,0
3,0.07,1,2.58908e-06,0
3,0.08,1,0.000117864,0
5,0.34,3,0.00034507,0
3,0.09,1,0.000195649,0
3,0.1,1,2.67476e-06,0
17,0.04,1,0.00173889,0
9,0.14,1,0.000703726,0
3,0.11,1,8.13007e-05,0
3,0.12,2,6.95512e-05,0
3,0.13,2,0.000178728,0
5,0.35,2,0.000361849,0
9,0.15,1,0.000325054,0
21,0.03,1,0.00254662,0
