n,p,n_steps,time,bottom_reached
100,0.01,1,0.0236055,0
100,0.02,2,0.0216297,0
100,0.03,2,0.0211071,0
200,0.01,3,0.0794138,0
100,0.04,2,0.0206857,0
100,0.05,4,0.0213726,0
100,0.06,2,0.0208564,0
100,0.07,3,0.0223055,0
200,0.02,2,0.0761858,0
100,0.08,2,0.0199379,0
300,0.01,2,0.173706,0
100,0.09,3,0.0216582,0
100,0.1,2,0.0200718,0
200,0.03,2,0.0748799,0
100,0.11,2,0.0215705,0
100,0.12,4,0.0190268,0
100,0.13,3,0.0228802,0
100,0.14,3,0.0196445,0
400,0.01,2,0.304105,0
200,0.04,2,0.0786477,0
100,0.15,3,0.0212022,0
100,0.16,3,0.0218232,0
300,0.02,2,0.168424,0
100,0.17,4,0.0205158,0
100,0.18,4,0.0208583,0
200,0.05,2,0.0786659,0
100,0.19,3,0.0201398,0
100,0.2,8,0.0240904,0
100,0.21,6,0.0212445,0
500,0.01,2,0.446577,0
200,0.06,3,0.0761045,0
100,0.22,5,0.0212515,0
100,0.23,6,0.0212106,0
300,0.03,2,0.167702,0
100,0.24,4,0.022439,0
100,0.25,4,0.0221256,0
200,0.07,2,0.0804412,0
100,0.26,5,0.0226905,0
100,0.27,5,0.0197558,0
100,0.28,7,0.0214579,0
400,0.02,2,0.305647,0
100,0.29,11,0.0205633,0
200,0.08,3,0.077626,0
100,0.3,10,0.0213579,0
100,0.31,6,0.0211307,0
600,0.01,2,0.669037,0
300,0.04,3,0.168905,0
100,0.32,12,0.0216832,0
200,0.09,3,0.075747,0
100,0.33,10,0.0231997,0
100,0.34,9,0.0217628,0
100,0.35,12,0.0229208,0
100,0.36,10,0.0220084,0
200,0.1,3,0.0777022,0
100,0.37,10,0.0199187,0
100,0.38,13,0.0158383,0
100,0.39,11,0.015998,0
300,0.05,4,0.153955,0
200,0.11,2,0.0615476,0
100,0.4,9,0.0157391,0
100,0.41,14,0.0173294,0
700,0.01,3,0.872284,0
100,0.42,19,0.0160807,0
500,0.02,2,0.427626,0
400,0.03,3,0.273518,0
100,0.43,7,0.0157964,0
200,0.12,4,0.0599233,0
100,0.44,8,0.0167216,0
100,0.45,18,0.0189762,0
100,0.46,14,0.0170637,0
200,0.13,5,0.0561457,0
100,0.47,28,0.0177453,0
300,0.06,3,0.136678,0
100,0.48,37,0.0163987,0
100,0.49,20,0.0152013,0
100,0.5,19,0.017438,0
200,0.14,3,0.0602252,0
100,0.51,44,0.0186736,0
100,0.52,41,0.0170187,0
100,0.53,30,0.0173456,0
200,0.15,3,0.0573526,0
800,0.01,2,1.07446,0
100,0.54,40,0.0189985,0
300,0.07,3,0.126249,0
100,0.55,58,0.0201635,0
400,0.04,2,0.237241,0
100,0.56,71,0.0218626,0
200,0.16,3,0.0659482,0
100,0.57,139,0.0242326,0
100,0.58,148,0.022762,0
100,0.59,54,0.01912,0
600,0.02,2,0.527596,0
200,0.17,5,0.0617399,0
100,0.6,206,0.0243602,1
300,0.08,3,0.127904,0
100,0.61,223,0.0234805,1
500,0.03,2,0.362246,0
200,0.18,4,0.0614565,0
100,0.62,202,0.0236734,1
100,0.63,199,0.0243229,1
100,0.64,196,0.0242402,1
200,0.19,4,0.0602429,0
100,0.65,182,0.021751,1
400,0.05,4,0.228994,0
100,0.66,157,0.0209969,1
300,0.09,5,0.128712,0
100,0.67,165,0.0205628,1
900,0.01,2,1.37448,0
200,0.2,7,0.0576501,0
100,0.68,148,0.0200945,1
100,0.69,143,0.0203237,1
100,0.7,151,0.0195626,1
200,0.21,6,0.0599219,0
100,0.71,142,0.0200415,1
100,0.72,146,0.0190366,1
300,0.1,3,0.130746,0
100,0.73,143,0.0213196,1
200,0.22,6,0.0670994,0
100,0.74,137,0.02124,1
100,0.75,131,0.0210565,1
100,0.76,133,0.0193384,1
200,0.23,6,0.062709,0
700,0.02,2,0.699984,0
100,0.77,133,0.0212104,1
400,0.06,2,0.235976,0
100,0.78,125,0.0195609,1
500,0.04,2,0.369068,0
100,0.79,124,0.0194271,1
300,0.11,2,0.133349,0
1000,0.01,2,1.62906,0
200,0.24,9,0.0618648,0
100,0.8,122,0.0195379,1
100,0.81,120,0.01998,1
100,0.82,117,0.0203122,1
200,0.25,11,0.0624472,0
100,0.83,118,0.0198305,1
600,0.03,3,0.507718,0
100,0.839999,120,0.0207648,1
100,0.849999,123,0.0195571,1
100,0.859999,121,0.0212866,1
300,0.12,6,0.140192,0
200,0.26,11,0.0688451,0
100,0.869999,113,0.0252079,1
100,0.879999,113,0.0232921,1
100,0.889999,112,0.0226792,1
200,0.27,8,0.0723295,0
400,0.07,2,0.250776,0
100,0.899999,111,0.021624,1
100,0.909999,111,0.0220577,1
100,0.919999,110,0.0216392,1
200,0.28,5,0.0706704,0
100,0.929999,109,0.0222847,1
300,0.13,3,0.158229,0
100,0.939999,109,0.0208371,1
100,0.949999,108,0.0210761,1
200,0.29,12,0.0723828,0
100,0.959999,106,0.0226795,1
100,0.969999,105,0.0223726,1
800,0.02,3,0.93405,0
500,0.05,3,0.406255,0
100,0.979999,104,0.0204189,1
100,0.989999,103,0.0219344,1
200,0.3,12,0.0732991,0
