n,p,n_steps,time,bottom_reached
100,0.01,1,0.0170768,0
100,0.02,1,0.016829,0
100,0.03,3,0.0161349,0
200,0.01,2,0.0627237,0
100,0.04,3,0.0163459,0
100,0.05,2,0.0167642,0
100,0.06,3,0.0172175,0
100,0.07,5,0.0171078,0
200,0.02,3,0.0625942,0
100,0.08,3,0.0172928,0
300,0.01,3,0.13769,0
100,0.09,2,0.0174188,0
100,0.1,3,0.0177693,0
100,0.11,3,0.0166822,0
200,0.03,2,0.0653569,0
100,0.12,3,0.0174017,0
400,0.01,2,0.213613,0
100,0.13,3,0.0168949,0
100,0.14,3,0.0173795,0
200,0.04,3,0.060645,0
100,0.15,3,0.0164958,0
300,0.02,2,0.131638,0
100,0.16,4,0.0164704,0
100,0.17,4,0.0175674,0
100,0.18,4,0.0180575,0
200,0.05,2,0.0610038,0
100,0.19,11,0.0166163,0
500,0.01,2,0.334643,0
100,0.2,5,0.0185219,0
100,0.21,3,0.0177403,0
200,0.06,2,0.0619146,0
100,0.22,5,0.0174863,0
100,0.23,4,0.0172512,0
300,0.03,2,0.135856,0
100,0.24,8,0.015822,0
100,0.25,6,0.0173098,0
400,0.02,2,0.214704,0
200,0.07,2,0.063196,0
100,0.26,8,0.0154473,0
100,0.27,5,0.0169248,0
100,0.28,8,0.0183049,0
100,0.29,6,0.0171995,0
200,0.08,3,0.0625952,0
100,0.3,12,0.0181885,0
100,0.31,5,0.0166734,0
600,0.01,2,0.53077,0
300,0.04,2,0.136693,0
100,0.32,6,0.0176704,0
200,0.09,3,0.0603626,0
100,0.33,7,0.0171251,0
100,0.34,12,0.0180796,0
100,0.35,9,0.018197,0
100,0.36,6,0.0152735,0
200,0.1,2,0.0574386,0
100,0.37,11,0.018149,0
400,0.03,2,0.217358,0
100,0.38,8,0.0179234,0
500,0.02,2,0.328608,0
700,0.01,2,0.663662,0
100,0.39,9,0.0164165,0
200,0.11,2,0.05613,0
300,0.05,3,0.132562,0
100,0.4,32,0.0185284,0
100,0.41,7,0.017078,0
100,0.42,14,0.0175898,0
200,0.12,7,0.0585623,0
100,0.43,10,0.0174583,0
100,0.44,25,0.0181068,0
100,0.45,39,0.0205173,0
200,0.13,2,0.0577952,0
100,0.46,23,0.0182546,0
300,0.06,3,0.131926,0
100,0.47,22,0.019177,0
100,0.48,17,0.0178819,0
200,0.14,3,0.0610252,0
100,0.49,25,0.0175127,0
100,0.5,16,0.0174101,0
400,0.04,3,0.228338,0
100,0.51,55,0.020894,0
800,0.01,2,0.898667,0
200,0.15,4,0.0578571,0
100,0.52,41,0.0198863,0
100,0.53,52,0.021787,0
300,0.07,2,0.133668,0
100,0.54,42,0.0205782,0
200,0.16,4,0.0611317,0
100,0.55,55,0.0215283,0
100,0.56,83,0.0215704,0
500,0.03,3,0.343305,0
100,0.57,53,0.0214016,0
200,0.17,5,0.0591684,0
600,0.02,2,0.505417,0
100,0.58,99,0.021862,0
900,0.01,2,1.03897,0
100,0.59,26,0.0176671,0
300,0.08,3,0.128731,0
100,0.6,199,0.0260045,1
200,0.18,4,0.0592045,0
400,0.05,2,0.224933,0
100,0.61,211,0.0248285,1
100,0.62,165,0.0237467,1
200,0.19,5,0.0585718,0
100,0.63,175,0.0262106,1
100,0.64,131,0.023675,0
300,0.09,4,0.136979,0
100,0.65,169,0.0262007,1
200,0.2,5,0.06727,0
100,0.66,172,0.0252322,1
100,0.67,158,0.0252492,1
100,0.68,164,0.0253334,1
200,0.21,5,0.0684291,0
100,0.69,141,0.0220211,1
100,0.7,153,0.0250253,1
400,0.06,3,0.247644,0
200,0.22,5,0.0680443,0
300,0.1,5,0.147053,0
100,0.71,147,0.0240406,1
700,0.02,2,0.690854,0
500,0.04,2,0.367335,0
100,0.72,138,0.0248524,1
100,0.73,140,0.0241306,1
1000,0.01,2,1.40941,0
200,0.23,5,0.0686927,0
100,0.74,129,0.0244319,1
100,0.75,126,0.022817,1
100,0.76,129,0.0239173,1
200,0.24,6,0.067223,0
100,0.77,127,0.023928,1
300,0.11,3,0.15227,0
100,0.78,125,0.0228353,1
100,0.79,124,0.0241534,1
200,0.25,8,0.0694777,0
600,0.03,3,0.521447,0
100,0.8,124,0.0225593,1
100,0.81,122,0.0226538,1
400,0.07,3,0.245156,0
100,0.82,120,0.0214533,1
200,0.26,8,0.0692084,0
100,0.83,119,0.0216284,1
300,0.12,4,0.150991,0
100,0.839999,118,0.0238665,1
100,0.849999,116,0.0218408,1
200,0.27,7,0.0700954,0
100,0.859999,119,0.0211001,1
100,0.869999,113,0.0220432,1
100,0.879999,114,0.0224462,1
200,0.28,11,0.0688505,0
100,0.889999,114,0.0205696,1
500,0.05,4,0.393931,0
100,0.899999,110,0.0206937,1
800,0.02,2,0.891966,0
100,0.909999,112,0.0221053,1
300,0.13,4,0.15454,0
100,0.919999,110,0.020907,1
200,0.29,6,0.0665736,0
400,0.08,3,0.254264,0
100,0.929999,107,0.0210554,1
100,0.939999,109,0.0217296,1
100,0.949999,107,0.0212665,1
200,0.3,9,0.0699681,0
100,0.959999,107,0.0222315,1
100,0.969999,106,0.0209682,1
100,0.979999,105,0.0209388,1
300,0.14,3,0.153016,0
200,0.31,8,0.0679098,0
100,0.989999,104,0.0219197,1
100,0.999999,101,0.0220855,1
200,0.32,15,0.0688738,0
700,0.03,4,0.718519,0
600,0.04,2,0.532716,0
400,0.09,5,0.24946,0
200,0.33,12,0.0654403,0
300,0.15,4,0.141793,0
500,0.06,2,0.381493,0
200,0.34,12,0.0630954,0
200,0.35,11,0.0588056,0
300,0.16,6,0.129149,0
900,0.02,2,1.20257,0
200,0.36,20,0.061699,0
400,0.1,4,0.223086,0
200,0.37,15,0.0659119,0
300,0.17,5,0.122506,0
200,0.38,16,0.0665634,0
300,0.18,5,0.123406,0
200,0.39,14,0.0623002,0
500,0.07,2,0.355512,0
400,0.11,4,0.226647,0
200,0.4,13,0.0643503,0
300,0.19,5,0.122058,0
600,0.05,4,0.512931,0
200,0.41,10,0.0616403,0
200,0.42,25,0.0652588,0
800,0.03,2,0.91758,0
300,0.2,7,0.12246,0
200,0.43,29,0.0669992,0
700,0.04,3,0.700121,0
400,0.12,4,0.230729,0
1000,0.02,2,1.39245,0
200,0.44,17,0.0640562,0
300,0.21,4,0.123226,0
500,0.08,4,0.352271,0
200,0.45,23,0.0653402,0
200,0.46,47,0.0719677,0
300,0.22,6,0.125814,0
400,0.13,4,0.218825,0
200,0.47,31,0.0691867,0
200,0.48,39,0.0691817,0
300,0.23,6,0.125447,0
600,0.06,3,0.507585,0
200,0.49,35,0.0691482,0
500,0.09,3,0.348448,0
400,0.14,4,0.223406,0
200,0.5,55,0.0746299,0
300,0.24,7,0.12537,0
200,0.51,49,0.0712277,0
300,0.25,5,0.126484,0
200,0.52,77,0.079576,0
900,0.03,3,1.14699,0
400,0.15,5,0.222218,0
200,0.53,45,0.0703288,0
700,0.05,3,0.681758,0
300,0.26,9,0.128545,0
200,0.54,72,0.0757625,0
800,0.04,3,0.830334,0
500,0.1,4,0.334779,0
200,0.55,70,0.0754763,0
300,0.27,6,0.125104,0
600,0.07,3,0.496531,0
400,0.16,5,0.222756,0
200,0.56,186,0.109057,0
300,0.28,8,0.128361,0
200,0.57,94,0.0846428,0
500,0.11,4,0.316839,0
300,0.29,13,0.131453,0
400,0.17,5,0.218623,0
200,0.58,392,0.149811,0
300,0.3,10,0.128775,0
1000,0.03,3,1.25073,0
600,0.08,4,0.482778,0
400,0.18,10,0.20942,0
200,0.59,553,0.165281,1
700,0.06,3,0.650176,0
300,0.31,10,0.121384,0
500,0.12,5,0.302488,0
300,0.32,8,0.121081,0
200,0.6,460,0.154412,1
400,0.19,7,0.222524,0
300,0.33,8,0.124507,0
800,0.05,3,0.830566,0
200,0.61,420,0.137203,1
900,0.04,3,1.08123,0
500,0.13,4,0.31971,0
300,0.34,12,0.127864,0
200,0.62,384,0.127205,1
400,0.2,6,0.227761,0
600,0.09,3,0.496015,0
300,0.35,10,0.128841,0
200,0.63,346,0.113859,1
300,0.36,12,0.127256,0
200,0.64,342,0.114233,1
700,0.07,3,0.658189,0
400,0.21,6,0.231827,0
500,0.14,6,0.352907,0
200,0.65,316,0.110285,1
300,0.37,14,0.133817,0
200,0.66,306,0.107885,1
300,0.38,15,0.132622,0
400,0.22,6,0.237976,0
200,0.67,283,0.100024,1
600,0.1,4,0.502951,0
300,0.39,13,0.137711,0
200,0.68,282,0.10829,1
500,0.15,4,0.360114,0
800,0.06,3,0.876577,0
400,0.23,7,0.235763,0
200,0.69,277,0.10126,1
300,0.4,27,0.149645,0
200,0.7,282,0.102795,1
1000,0.04,3,1.33252,0
300,0.41,20,0.149277,0
700,0.08,3,0.686983,0
400,0.24,9,0.227829,0
200,0.71,283,0.0950433,1
500,0.16,4,0.360553,0
200,0.72,264,0.100616,1
900,0.05,3,1.11799,0
600,0.11,6,0.506183,0
300,0.42,30,0.149029,0
200,0.73,256,0.0979268,1
400,0.25,4,0.228099,0
