n,p,n_steps,time,bottom_reached,n_threads
84,1,85,0.47,1,1
85,0.1,4,0.0210001,0,1
85,0.2,5,0.0279999,0,1
85,0.3,6,0.0320001,0,1
85,0.4,5,0.029,0,1
85,0.5,24,0.135,0,1
85,0.6,259,1.519,1,1
85,0.7,123,0.819,1,1
85,0.8,106,0.636,1,1
85,0.9,94,0.519,1,1
85,1,86,0.483,1,1
86,0.1,4,0.0209999,0,1
86,0.2,5,0.0280001,0,1
86,0.3,8,0.043,0,1
86,0.4,15,0.0829999,0,1
86,0.5,29,0.159,0,1
86,0.6,296,1.656,1,1
86,0.7,121,0.668,1,1
86,0.8,104,0.582,1,1
86,0.9,96,0.528,1,1
86,1,87,0.487,1,1
87,0.1,3,0.0170002,0,1
87,0.2,6,0.0319998,0,1
87,0.3,7,0.0380001,0,1
87,0.4,11,0.062,0,1
87,0.5,15,0.082,0,1
87,0.6,214,1.188,1,1
87,0.7,123,0.678,1,1
87,0.8,110,0.609,1,1
87,0.9,97,0.554,1,1
87,1,88,0.541,1,1
88,0.1,3,0.0150001,0,1
88,0.2,4,0.023,0,1
88,0.3,7,0.039,0,1
88,0.4,12,0.0669999,0,1
88,0.5,69,0.383,0,1
88,0.6,221,1.229,1,1
88,0.7,127,0.714,1,1
88,0.8,113,0.632,1,1
88,0.9,99,0.56,1,1
88,1,89,0.496,1,1
89,0.1,3,0.016,0,1
89,0.2,7,0.04,0,1
89,0.3,9,0.049,0,1
89,0.4,12,0.0670002,0,1
89,0.5,34,0.188,0,1
89,0.6,163,0.902,1,1
89,0.7,129,0.725,1,1
89,0.8,112,0.621,1,1
89,0.9,99,0.547,1,1
89,1,90,0.497,1,1
90,0.1,5,0.0259998,0,1
90,0.2,4,0.0220001,0,1
90,0.3,5,0.0280001,0,1
90,0.4,13,0.076,0,1
90,0.5,37,0.213,0,1
90,0.6,62,0.338,0,1
90,0.7,127,0.702,1,1
90,0.8,112,0.622,1,1
90,0.9,102,0.57,1,1
90,1,91,0.508,1,1
91,0.1,2,0.013,0,1
91,0.2,4,0.0219998,0,1
91,0.3,8,0.049,0,1
91,0.4,10,0.0540001,0,1
91,0.5,21,0.115,0,1
91,0.6,147,0.834,0,1
91,0.7,142,0.782,1,1
91,0.8,112,0.618,1,1
91,0.9,103,0.578,1,1
91,1,92,0.505,1,1
92,0.1,3,0.0170002,0,1
92,0.2,3,0.0179999,0,1
92,0.3,10,0.0539999,0,1
92,0.4,11,0.0599999,0,1
92,0.5,16,0.092,0,1
92,0.6,195,1.072,1,1
92,0.7,142,0.793,1,1
92,0.8,113,0.63,1,1
92,0.9,103,0.564,1,1
92,1,93,0.549,1,1
93,0.1,2,0.017,0,1
93,0.2,4,0.03,0,1
93,0.3,20,0.156,0,1
93,0.4,11,0.0899999,0,1
93,0.5,20,0.179,0,1
93,0.6,216,1.792,1,1
93,0.7,142,1.163,1,1
93,0.8,115,0.753,1,1
93,0.9,103,0.594,1,1
93,1,94,0.73,1,1
94,0.1,2,0.00999999,0,1
94,0.2,3,0.0210001,0,1
94,0.3,6,0.0369999,0,1
94,0.4,18,0.114,0,1
94,0.5,17,0.101,0,1
94,0.6,229,1.343,1,1
94,0.7,147,0.896,1,1
94,0.8,116,0.915,1,1
94,0.9,104,0.691,1,1
94,1,95,0.585,1,1
95,0.1,3,0.017,0,1
95,0.2,4,0.0210001,0,1
95,0.3,16,0.0929999,0,1
95,0.4,13,0.073,0,1
95,0.5,12,0.0680001,0,1
95,0.6,216,1.45,1,1
95,0.7,149,0.848,1,1
95,0.8,118,0.666,1,1
95,0.9,105,0.608,1,1
95,1,97,0.6,1,1
96,0.1,4,0.0239999,0,1
96,0.2,4,0.023,0,1
96,0.3,8,0.0470002,0,1
96,0.4,11,0.0609999,0,1
96,0.5,16,0.0900002,0,1
96,0.6,65,0.369,0,1
96,0.7,178,1.104,1,1
96,0.8,118,0.711,1,1
96,0.9,107,0.616,1,1
96,1,98,0.547,1,1
97,0.1,2,0.00999999,0,1
97,0.2,4,0.0220001,0,1
97,0.3,8,0.043,0,1
97,0.4,25,0.138,0,1
97,0.5,18,0.0999999,0,1
97,0.6,207,1.155,0,1
97,0.7,146,0.811,1,1
97,0.8,121,0.675,1,1
97,0.9,108,0.602,1,1
97,1,98,0.544,1,1
98,0.1,2,0.0119998,0,1
98,0.2,6,0.0380001,0,1
98,0.3,5,0.029,0,1
98,0.4,13,0.073,0,1
98,0.5,23,0.129,0,1
98,0.6,184,1.101,1,1
98,0.7,140,0.795,1,1
98,0.8,120,0.672,1,1
98,0.9,111,0.623,1,1
98,1,99,0.55,1,1
99,0.1,3,0.016,0,1
99,0.2,4,0.0220001,0,1
99,0.3,7,0.039,0,1
99,0.4,8,0.0479999,0,1
99,0.5,24,0.135,0,1
99,0.6,233,1.3,1,1
99,0.7,145,0.807,1,1
99,0.8,122,0.694,1,1
99,0.9,109,0.65,1,1
99,1,100,0.571,1,1
100,0.1,2,0.013,0,1
100,0.2,5,0.0279999,0,1
100,0.3,8,0.0450001,0,1
100,0.4,14,0.0780001,0,1
100,0.5,11,0.0619998,0,1
100,0.6,193,1.324,0,1
100,0.7,145,1.044,1,1
100,0.8,124,0.71,1,1
100,0.9,112,0.69,1,1
100,1,101,0.61,1,1
1,0.1,2,0,1,2
1,0.2,1,0,0,2
1,0.3,1,0,0,2
1,0.4,2,0,1,2
1,0.5,1,0,0,2
1,0.6,1,0,0,2
1,0.7,2,0,1,2
1,0.8,1,0,0,2
1,0.9,2,0,1,2
1,1,2,0,1,2
2,0.1,1,0,0,2
2,0.2,1,0,0,2
2,0.3,2,0,0,2
2,0.4,1,0,0,2
2,0.5,3,0,151
,0,0.1,2,0,0,2
2,0.6,2,0,0,2
2,0.7,3,0,1,2
2,0.8,4,0,1,2
2,0.9,3,0,1,2
2,1,3,0,1,2
3,0.1,1,0,0,2
3,0.2,5,0,1,2
3,0.3,1,0,0,2
3,0.4,5,0,1,2
3,0.5,2,0,0,2
3,0.6,4,0,1,2
3,0.7,5,0,1,2
51,0.2,5,0,0,2
3,0.8,4,0,1,2
3,0.9,4,0,1,2
3,1,4,0,1,2
4,0.1,1,0,0,2
4,0.2,2,0,0,2
4,0.3,3,0,0,2
4,0.4,2,0,0,2
4,0.5,2,0,0,2
4,0.6,6,0,0,2
4,0.7,7,0,1,2
4,0.8,7,0,1,2
51,0.3,5,0,0,2
4,0.9,6,0,1,2
4,1,5,0,1,2
5,0.1,1,0,0,2
5,0.2,2,0,0,2
5,0.3,2,0,0,2
5,0.4,8,0,0,2
5,0.5,5,0,0,2
5,0.6,8,0,1,2
5,0.7,5,0,0,2
5,0.8,7,0,1,2
5,0.9,8,0,1,2
5,1,6,0,1,2
6,0.1,2,0,0,2
51,0.4,10,0.000999928,0,2
6,0.2,2,0,0,2
6,0.3,1,0,0,2
6,0.4,9,0,1,2
6,0.5,4,0,0,2
6,0.6,10,0,1,2
6,0.7,11,0,1,2
6,0.8,10,0,1,2
6,0.9,9,0,1,2
6,1,7,0,1,2
7,0.1,1,0,0,2
7,0.2,1,0,0,2
7,0.3,2,0,0,2
7,0.4,8,0,0,2
7,0.5,1,0,0,2
7,0.6,9,0,0,2
7,0.7,13,0,1,2
7,0.8,11,0,1,2
7,0.9,10,0,1,2
7,1,8,0,1,2
8,0.1,1,0,0,2
51,0.5,31,0,0,2
8,0.2,2,0,0,2
8,0.3,2,0,0,2
8,0.4,5,0,0,2
8,0.5,10,0,0,2
8,0.6,16,0,1,2
8,0.7,18,0.000999928,1,2
8,0.8,11,0,1,2
8,0.9,12,0,1,2
8,1,9,0,1,2
9,0.1,2,0,0,2
9,0.2,2,0,0,2
9,0.3,3,0,0,2
9,0.4,11,0,0,2
9,0.5,8,0,0,2
9,0.6,4,0,0,2
51,0.6,24,0.000999928,0,2
9,0.7,14,0,1,2
9,0.8,12,0,1,2
9,0.9,12,0,1,2
9,1,10,0,1,2
10,0.1,2,0,0,2
10,0.2,2,0,0,2
10,0.3,5,0,0,2
10,0.4,5,0,0,2
10,0.5,22,0,1,2
10,0.6,9,0,0,2
10,0.7,16,0,1,2
10,0.8,16,0.00100017,1,2
10,0.9,12,0,1,2
10,1,11,0,1,2
11,0.1,2,0,0,2
11,0.2,3,0,0,2
11,0.3,6,0,0,2
11,0.4,11,0,0,2
11,0.5,6,0,0,2
11,0.6,20,0,1,2
11,0.7,15,0,1,2
11,0.8,16,0,1,2
51,0.7,81,0.00100017,1,2
11,0.9,14,0,1,2
11,1,12,0,1,2
12,0.1,2,0,0,2
12,0.2,2,0,0,2
12,0.3,2,0,0,2
12,0.4,2,0,0,2
12,0.5,3,0,0,2
12,0.6,19,0,1,2
12,0.7,18,0.000999928,1,2
12,0.8,17,0,1,2
12,0.9,15,0,1,2
12,1,13,0,1,2
13,0.1,2,0,0,2
13,0.2,3,0,0,2
13,0.3,7,0,0,2
13,0.4,5,0,0,2
13,0.5,5,0,0,2
13,0.6,23,0,1,2
51,0.8,63,0.000999928,1,2
13,0.7,25,0,1,2
13,0.8,16,0,1,2
13,0.9,16,0,1,2
13,1,14,0.000999928,1,2
14,0.1,2,0,0,2
14,0.2,2,0,0,2
14,0.3,2,0,0,2
14,0.4,8,0,0,2
14,0.5,7,0,0,2
14,0.6,6,0,0,2
14,0.7,21,0,1,2
14,0.8,20,0,1,2
14,0.9,17,0,1,2
51,14,1,15,0.9,61,0,1,2
0.000999928,1,2
15,0.1,2,0,0,2
15,0.2,2,0,0,2
15,0.3,7,0,0,2
15,0.4,5,0,0,2
15,0.5,8,0,0,2
15,0.6,16,0.000999928,0,2
15,0.7,17,0,0,2
15,0.8,23,0,1,2
15,0.9,19,0,1,2
15,1,16,0,1,2
16,0.1,2,0,0,2
51,1,52,0.000999928,1,2
16,0.2,4,0,0,2
16,0.3,5,0,0,2
16,0.4,3,0,0,2
52,0.1,2,0,0,2
16,0.5,7,0,0,2
16,0.6,27,0,1,2
52,0.2,4,0,0,2
16,0.7,23,0,1,2
16,0.8,23,0.00100017,1,2
52,0.3,10,0.00100017,0,2
16,0.9,19,0,1,2
16,1,17,0,1,2
17,0.1,2,0,0,2
17,0.2,3,0,0,2
17,0.3,5,0,0,2
52,0.4,8,0,0,2
17,0.4,10,0,0,2
17,0.5,3,0,0,2
17,0.6,36,0,1,2
17,0.7,26,0,1,2
52,0.5,17,0,0,2
17,0.8,25,0.000999928,1,2
17,0.9,20,0,1,2
17,1,18,0,1,2
18,0.1,2,0,0,2
18,0.2,3,0,0,2
18,0.3,2,0,0,2
18,0.4,10,0,0,2
18,0.5,7,0,0,2
18,0.6,29,0,1,2
18,0.7,29,0,1,2
18,0.8,25,0.000999928,1,2
18,0.9,22,0,1,2
18,1,19,0,1,2
19,0.1,2,0,0,2
19,0.2,4,0,0,2
19,0.3,2,0,0,2
19,0.4,14,0,0,2
19,0.5,37,0,1,2
52,0.6,129,0.00300002,1,2
19,0.6,34,0.00100017,1,2
19,0.7,38,0,1,2
19,0.8,30,0,1,2
19,0.9,24,0,1,2
19,1,20,0,1,2
20,0.1,3,0,0,2
20,0.2,2,0,0,2
20,0.3,7,0.000999928,0,2
20,0.4,7,0,0,2
20,0.5,4,0,0,2
20,0.6,33,0,1,2
52,0.7,88,0.000999928,1,2
20,0.7,43,0,1,2
20,0.8,29,0,1,2
20,0.9,25,0.000999928,1,2
20,1,21,0,1,2
21,0.1,2,0,0,2
21,0.2,3,0,0,2
21,0.3,8,0,0,2
21,0.4,8,0,0,2
21,0.5,11,0,0,2
52,0.8,67,0.000999928,1,2
21,0.6,47,0,1,2
21,0.7,32,0.00100017,1,2
21,0.8,27,0,1,2
21,0.9,27,0,1,2
52,0.9,58,0.00100017,1,2
21,1,22,0,1,2
22,0.1,2,0,0,2
22,0.2,2,0,0,2
22,0.3,4,0,0,2
22,0.4,5,0,0,2
22,0.5,32,0.000999928,1,2
22,0.6,36,0,1,2
52,1,53,0.000999928,1,2
53,0.1,3,0,0,2
22,0.7,57,0,1,2
53,0.2,3,0,0,2
22,0.8,34,0,1,2
22,0.9,26,0.000999928,1,2
53,0.3,9,0.000999928,0,2
22,1,23,0,1,2
23,0.1,2,0,0,2
23,0.2,2,0,0,2
23,0.3,8,0,0,2
53,0.4,11,0,0,2
23,0.4,4,0,0,2
23,0.5,12,0,0,2
23,0.6,43,0,1,2
53,0.5,23,0.000999928,0,2
23,0.7,37,0.000999928,1,2
23,0.8,33,0,1,2
23,0.9,28,0,1,2
23,1,24,0,1,2
24,0.1,2,0,0,2
24,0.2,3,0,0,2
24,0.3,5,0.00100017,0,2
24,0.4,6,0,0,2
24,0.5,51,0,1,2
24,0.6,44,0,1,2
24,0.7,36,0.000999928,1,2
24,0.8,35,0,1,2
24,0.9,28,0,1,2
24,1,25,0,1,2
25,0.1,2,0,0,2
25,0.2,3,0,0,2
25,0.3,6,0,0,2
25,0.4,4,0,0,2
25,0.5,7,0.000999928,0,2
25,0.6,21,0,0,2
53,0.6,181,0.00300002,1,2
25,0.7,42,0,1,2
25,0.8,36,0,1,2
25,0.9,30,0.00100017,1,2
25,1,26,0,1,2
26,0.1,2,0,0,2
26,0.2,5,0,0,2
26,0.3,6,0,0,2
26,0.4,4,0,0,2
26,0.5,26,0,0,2
53,0.7,82,0.00100017,1,2
26,0.6,45,0.000999928,0,2
26,0.7,38,0,1,2
26,0.8,33,0,1,2
26,0.9,32,0.000999928,1,2
53,0.8,68,0.00199986,1,2
26,1,27,0,1,2
27,0.1,2,0,0,2
27,0.2,3,0,0,2
27,0.3,4,0,0,2
27,0.4,7,0,0,2
27,0.5,15,0,0,2
27,0.6,16,0,0,2
53,0.9,60,0.00100017,1,2
27,0.7,41,0.00100017,1,2
27,0.8,36,0,1,2
27,0.9,32,0,1,2
27,1,28,0.000999928,1,2
28,0.1,2,0,0,2
53,1,54,0.000999928,1,2
28,0.2,5,0,0,2
28,0.3,2,0,0,2
54,0.1,3,0,0,2
28,0.4,9,0,0,2
28,0.5,9,0,0,2
54,0.2,6,0,0,2
54,0.3,7,0,0,2
28,0.6,52,0,1,2
54,0.4,11,0.000999928,0,2
28,0.7,38,0.000999928,1,2
28,0.8,41,0,1,2
28,0.9,32,0,1,2
54,0.5,29,0.00100017,0,2
28,1,29,0.00100017,1,2
29,0.1,2,0,0,2
29,0.2,3,0,0,2
29,0.3,8,0,0,2
29,0.4,7,0,0,2
29,0.5,40,0,1,2
29,0.6,22,0.000999928,0,2
29,0.7,56,0,1,2
29,0.8,38,0,1,2
29,0.9,36,0.000999928,1,2
54,0.6,120,0.00199986,1,2
29,1,30,0,1,2
30,0.1,2,0,0,2
30,0.2,3,0,0,2
30,0.3,3,0,0,2
30,0.4,6,0,0,2
30,0.5,45,0.000999928,0,2
30,0.6,65,0,1,2
54,0.7,79,0.000999928,1,2
30,0.7,46,0.00100017,1,2
30,0.8,37,0,1,2
30,0.9,35,0,1,2
54,30,0.8,72,0.00200009,11,2311,0.000999928,1,2
31,0.1,2,0,0,2
31,0.2,3,0,0,2
31,0.3,4,0,0,2
31,0.4,12,0,0,2
31,0.5,9,0,0,2
31,0.6,29,0.000999928,0,2
54,0.9,64,0.000999928,1,2
31,0.7,66,0,1,2
31,0.8,44,0.00100017,1,2
54,1,55,0.00100017,1,2
31,0.9,37,0,1,2
55,0.1,4,0,0,2
55,0.2,4,0,0,2
31,1,32,0,1,2
32,0.1,4,0,0,2
32,0.2,4,0,0,2
55,0.3,6,0.000999928,0,2
32,0.3,8,0.000999928,0,2
32,0.4,13,0,0,2
32,0.5,16,0,0,2
55,0.4,13,0,0,2
32,0.6,81,0.000999928,1,2
32,0.7,54,0,1,2
55,0.5,52,0.000999928,0,2
32,0.8,42,0.00100017,1,2
32,0.9,37,0,1,2
32,1,33,0,1,2
33,0.1,3,0,0,2
33,0.2,6,0.000999928,0,2
33,0.3,11,0,0,2
33,0.4,8,0,0,2
55,0.6,63,0.00200009,0,2
33,0.5,16,0,0,2
33,0.6,24,0,0,2
33,0.7,52,0.000999928,1,2
33,0.8,50,0,1,2
55,0.7,83,0.00199986,1,2
33,0.9,41,0.000999928,1,2
33,1,34,0,1,2
34,0.1,2,0,0,2
34,0.2,3,0,0,2
34,0.3,5,0,0,2
34,0.4,7,0.00100017,0,2
55,0.8,70,0.00100017,1,2
34,0.5,40,0,0,2
34,0.6,52,0.000999928,1,2
55,0.9,62,0.000999928,1,2
34,0.7,56,0,1,2
34,0.8,45,0.000999928,1,2
55,1,56,0.000999928,1,2
34,0.9,40,0,1,2
56,0.1,2,0,0,2
56,0.2,3,0,0,2
34,1,35,0,1,2
35,0.1,3,0,0,2
56,0.3,3,0.00100017,0,2
35,0.2,4,0.00100017,0,2
35,0.3,3,0,0,2
35,0.4,5,0,0,2
56,0.4,10,0,0,2
35,0.5,16,0,0,2
56,0.5,25,0.000999928,0,2
35,0.6,106,0.000999928,1,2
35,0.7,53,0.000999928,1,2
35,0.8,49,0,1,2
35,0.9,41,0.00100017,1,2
35,1,36,0,1,2
36,0.1,2,0,0,2
56,0.6,130,0.00200009,1,2
36,0.2,2,0,0,2
36,0.3,6,0,0,2
36,0.4,8,0.000999928,0,2
36,0.5,23,0,0,2
56,0.7,79,0.00199986,1,2
36,0.6,83,0.000999928,1,2
36,0.7,54,0,1,2
36,0.8,50,0.000999928,1,2
56,0.8,69,0.000999928,1,2
36,0.9,42,0,1,2
36,1,37,0.00100017,1,2
37,0.1,3,0,0,2
37,0.2,2,0,0,2
37,0.3,3,0,0,2
56,0.9,63,0.00100017,1,2
37,0.4,10,0,0,2
37,0.5,10,0,0,2
37,0.6,72,0.000999928,1,2
56,1,57,0.000999928,1,2
57,0.1,2,0,0,2
57,0.2,3,0.000999928,0,2
57,0.3,6,0,0,2
37,0.7,72,0.000999928,1,2
57,0.4,6,0,0,2
37,0.8,49,0.00100017,1,2
57,0.5,15,0.00100017,0,2
37,0.9,43,0,1,2
37,1,38,0,1,2
38,0.1,2,0,0,2
38,0.2,4,0,0,2
38,0.3,2,0,0,2
38,0.4,6,0,0,2
38,0.5,12,0,0,2
38,0.6,33,0.000999928,0,2
38,0.7,74,0.00100017,1,2
57,0.6,162,0.00300002,1,2
38,0.8,48,0,1,2
38,0.9,46,0.000999928,1,2
38,1,39,0,1,2
39,0.1,2,0,0,2
39,0.2,3,0,0,2
39,0.3,9,0,0,2
57,0.7,86,0.00199986,1,2
39,0.4,11,0.000999928,0,2
39,0.5,18,0,0,2
39,0.6,48,0.00100017,0,2
57,0.8,72,0.00100017,1,2
39,0.7,58,0,1,2
39,0.8,49,0.000999928,1,2
57,0.9,66,0.00199986,1,2
39,0.9,45,0.000999928,1,2
39,1,40,0.000999928,1,2
40,0.1,2,0,0,2
40,0.2,3,0,0,2
40,0.3,8,0.00100017,0,2
57,1,58,0.00200009,1,2
40,0.4,7,0,0,2
58,0.1,2,0,0,2
40,0.5,12,0,0,2
58,0.2,7,0,0,2
58,0.3,8,0,0,2
58,0.4,12,0.000999928,0,2
40,0.6,86,0.00199986,1,2
58,0.5,13,0.00100017,0,2
40,0.7,61,0.00100017,1,2
40,0.8,51,0.000999928,1,2
40,0.9,46,0.000999928,1,2
40,1,41,0.00100017,1,2
58,0.6,87,0.00300002,0,2
41,0.1,3,0,0,2
41,0.2,5,0,0,2
41,0.3,6,0,0,2
41,0.4,7,0.000999928,0,2
41,0.5,22,0,0,2
41,0.6,23,0.000999928,0,2
58,0.7,89,0.00299978,1,2
41,0.7,79,0.00200009,1,2
41,0.8,53,0.000999928,1,2
58,0.8,72,0.00200009,1,2
41,0.9,47,0,1,2
41,1,42,0.000999928,1,2
42,0.1,3,0.00100017,0,2
42,0.2,2,0,0,2
58,0.9,67,0.00200009,1,2
42,0.3,8,0,0,2
42,0.4,11,0,0,2
42,0.5,11,0.000999928,0,2
58,1,59,0.00199986,1,2
59,0.1,4,0,0,2
42,0.6,88,0.00200009,1,2
59,0.2,3,0.00100017,0,2
59,0.3,8,0,0,2
59,0.4,10,0.000999928,0,2
42,0.7,62,0.000999928,1,2
59,0.5,18,0.000999928,0,2
42,0.8,54,0.000999928,1,2
42,0.9,49,0.00100017,1,2
42,1,43,0.000999928,1,2
43,0.1,3,0,0,2
43,0.2,2,0,0,2
59,0.6,61,0.00300002,0,2
43,0.3,4,0.000999928,0,2
43,0.4,10,0,0,2
43,0.5,9,0,0,2
43,0.6,83,0.00200009,1,2
59,0.7,91,0.00200009,1,2
43,0.7,69,0.00199986,1,2
43,0.8,54,0.00100017,1,2
59,0.8,73,0.00300002,1,2
43,0.9,49,0.000999928,1,2
43,1,45,0.000999928,1,2
59,0.9,67,0.00199986,1,2
44,0.1,2,0,0,2
44,0.2,3,0,0,2
44,0.3,3,0,0,2
44,0.4,15,0,0,2
44,0.5,18,0.00100017,0,2
59,1,60,0.00100017,1,2
60,0.1,2,0,0,2
60,0.2,4,0,0,2
60,0.3,9,0.000999928,0,2
44,0.6,92,0.000999928,1,2
60,0.4,10,0,0,2
44,0.7,79,0.000999928,1,2
44,0.8,59,0.000999928,1,2
60,0.5,61,0.00199986,0,2
44,0.9,51,0,1,2
44,1,45,0.00100017,1,2
45,0.1,3,0,0,2
45,0.2,3,0,0,2
45,0.3,2,0,0,2
45,0.4,15,0.000999928,0,2
45,0.5,16,0,0,2
60,0.6,129,0.00300002,1,2
45,0.6,77,0.000999928,1,2
45,0.7,64,0.00100017,1,2
45,0.8,58,0.000999928,1,2
60,0.7,98,0.00200009,1,2
45,0.9,53,0,1,2
45,1,46,0.000999928,1,2
46,0.1,3,0,0,2
60,0.8,77,0.000999928,1,2
46,0.2,6,0,0,2
46,0.3,4,0,0,2
46,0.4,15,0.00100017,0,2
60,0.9,69,0.00100017,1,2
46,0.5,55,0.000999928,0,2
60,1,62,0.00199986,1,2
61,0.1,3,0,0,2
46,0.6,95,0.000999928,1,2
61,0.2,3,0,0,2
61,0.3,5,0,0,2
61,0.4,11,0.00100017,0,2
46,0.7,75,0.00100017,1,2
61,0.5,22,0.000999928,0,2
46,0.8,58,0.000999928,1,2
46,0.9,51,0,1,2
46,1,47,0.000999928,1,2
47,0.1,3,0,0,2
47,0.2,3,0,0,2
47,0.3,3,0,0,2
47,0.4,9,0.000999928,0,2
61,0.6,119,0.00199986,1,2
47,0.5,21,0,0,2
61,0.7,96,0.00200009,1,2
47,0.6,140,0.00200009,1,2
47,0.7,68,0.000999928,1,2
61,0.8,77,0.00200009,1,2
47,0.8,64,0.00100017,1,2
47,0.9,54,0.000999928,1,2
61,0.9,69,0.000999928,1,2
47,1,48,0.000999928,1,2
48,0.1,2,0,0,2
48,0.2,4,0,0,2
48,0.3,7,0,0,2
61,1,62,0.000999928,1,2
48,0.4,12,0,0,2
62,0.1,3,0,0,2
62,0.2,3,0.00100017,0,2
48,0.5,34,0.00100017,0,2
62,0.3,9,0,0,2
62,0.4,19,0.000999928,0,2
48,0.6,73,0.000999928,0,2
62,0.5,18,0.000999928,0,2
48,0.7,76,0.000999928,1,2
48,0.8,63,0.000999928,1,2
48,0.9,55,0.00100017,1,2
62,0.6,107,0.00300002,0,2
48,1,49,0.000999928,1,2
49,0.1,2,0,0,2
49,0.2,5,0,0,2
49,0.3,6,0.000999928,0,2
49,0.4,10,0,0,2
49,0.5,21,0,0,2
49,0.6,21,0.00100017,0,2
62,0.7,95,0.00200009,1,2
49,0.7,71,0.000999928,1,2
62,0.8,77,0.00199986,1,2
49,0.8,65,0.000999928,1,2
49,0.9,58,0.00100017,1,2
62,0.9,72,0.00100017,1,2
49,1,50,0.000999928,1,2
50,0.1,2,0,0,2
50,0.2,4,0,0,2
50,0.3,7,0,0,2
50,0.4,4,0,0,2
62,1,63,0.000999928,1,2
63,0.1,4,0.000999928,0,2
63,0.2,7,0,0,2
50,0.5,32,0.000999928,0,2
63,0.3,4,0,0,2
63,0.4,8,0.00100017,0,2
63,0.5,27,0.000999928,0,2
50,0.6,151,0.00300002,1,2
50,0.7,86,0.000999928,1,2
50,0.8,65,0.00100017,1,2
63,0.6,141,0.00399995,1,2
50,0.9,56,0.000999928,1,2
50,1,51,0.000999928,1,2
63,0.7,92,0.00200009,1,2
63,0.8,77,0.000999928,1,2
63,0.9,72,0.00200009,1,2
63,1,64,0.000999928,1,2
64,0.1,5,0,0,2
64,0.2,4,0,0,2
64,0.3,6,0.000999928,0,2
64,0.4,5,0,0,2
64,0.5,22,0.000999928,0,2
64,0.6,168,0.00400019,1,2
64,0.7,110,0.00199986,1,2
64,0.8,83,0.00200009,1,2
64,0.9,72,0.000999928,1,2
64,1,65,0.00100017,1,2
65,0.1,3,0.000999928,0,2
65,0.2,4,0,0,2
65,0.3,5,0,0,2
65,0.4,19,0.000999928,0,2
65,0.5,31,0.000999928,0,2
65,0.6,67,0.00300002,0,2
65,0.7,101,0.00200009,1,2
65,0.8,80,0.000999928,1,2
65,0.9,74,0.00200009,1,2
65,1,66,0.000999928,1,2
66,0.1,2,0,0,2
66,0.2,2,0.000999928,0,2
66,0.3,6,0,0,2
66,0.4,15,0.00100017,0,2
66,0.5,34,0.000999928,0,2
66,0.6,106,0.00300002,1,2
66,0.7,93,0.00200009,1,2
66,0.8,84,0.00199986,1,2
66,0.9,74,0.000999928,1,2
66,1,67,0.00200009,1,2
67,0.1,2,0,0,2
67,0.2,5,0,0,2
67,0.3,8,0.000999928,0,2
67,0.4,15,0,0,2
67,0.5,34,0.00100017,0,2
67,0.6,103,0.00300002,0,2
67,0.7,106,0.00300002,1,2
67,0.8,86,0.00199986,1,2
67,0.9,75,0.00200009,1,2
67,1,68,0.000999928,1,2
68,0.1,3,0,0,2
68,0.2,3,0.000999928,0,2
68,0.3,4,0,0,2
68,0.4,6,0,0,2
68,0.5,115,0.00400019,0,2
68,0.6,180,0.00499988,1,2
68,0.7,95,0.00200009,1,2
68,0.8,88,0.00199986,1,2
68,0.9,77,0.00200009,1,2
68,1,69,0.00200009,1,2
69,0.1,2,0,0,2
69,0.2,4,0,0,2
69,0.3,5,0,0,2
69,0.4,18,0.000999928,0,2
69,0.5,95,0.00399995,0,2
69,0.6,130,0.00300002,1,2
69,0.7,95,0.00200009,1,2
69,0.8,87,0.00199986,1,2
69,0.9,79,0.00200009,1,2
69,1,70,0.000999928,1,2
70,0.1,3,0.000999928,0,2
70,0.2,2,0,0,2
70,0.3,9,0,0,2
70,0.4,12,0.00100017,0,2
70,0.5,21,0.000999928,0,2
70,0.6,178,0.00500011,1,2
70,0.7,101,0.00299978,1,2
70,0.8,87,0.00200009,1,2
70,0.9,79,0.00200009,1,2
70,1,72,0.000999928,1,2
71,0.1,2,0.000999928,0,2
71,0.2,7,0,0,2
71,0.3,5,0,0,2
71,0.4,17,0.00100017,0,2
71,0.5,37,0.00199986,0,2
71,0.6,161,0.00399995,1,2
71,0.7,99,0.00300002,1,2
71,0.8,89,0.00200009,1,2
71,0.9,81,0.00200009,1,2
71,1,72,0.00199986,1,2
72,0.1,2,0,0,2
72,0.2,3,0,0,2
72,0.3,8,0.000999928,0,2
72,0.4,8,0,0,2
72,0.5,28,0.00100017,0,2
72,0.6,157,0.00499988,1,2
72,0.7,102,0.00300002,1,2
72,0.8,87,0.00200009,1,2
72,0.9,82,0.00199986,1,2
72,1,73,0.00200009,1,2
73,0.1,2,0,0,2
73,0.2,3,0.000999928,0,2
73,0.3,9,0,0,2
73,0.4,10,0.00100017,0,2
73,0.5,24,0.000999928,0,2
73,0.6,172,0.00600004,1,2
73,0.7,111,0.00199986,1,2
73,0.8,92,0.00300002,1,2
73,0.9,83,0.00200009,1,2
73,1,74,0.00199986,1,2
74,0.1,3,0,0,2
74,0.2,4,0,0,2
74,0.3,5,0,0,2
74,0.4,7,0.00100017,0,2
74,0.5,35,0.00199986,0,2
74,0.6,85,0.00300002,0,2
74,0.7,112,0.00200009,1,2
