n,p,n_steps,time,bottom_reached
1,0.01,1,0.000167128,0
5,0.01,1,0.00030797,0
1,0.02,1,2.04816e-05,0
1,0.03,1,9.6038e-06,0
1,0.04,1,1.49459e-05,0
1,0.05,1,1.00657e-05,0
1,0.06,1,1.4361e-05,0
1,0.07,1,2.78428e-05,0
1,0.08,1,1.24052e-06,0
1,0.09,1,1.99638e-05,0
1,0.1,1,1.63093e-05,0
1,0.11,1,1.11796e-05,0
5,0.02,1,0.000153583,0
1,0.12,1,2.09361e-05,0
1,0.13,1,3.02345e-05,0
1,0.14,1,2.90535e-05,0
1,0.15,1,6.74278e-07,0
1,0.16,1,3.92273e-05,0
1,0.17,1,1.34856e-06,0
1,0.18,1,2.07238e-05,0
1,0.19,1,3.36394e-05,0
1,0.2,1,3.99426e-05,0
5,0.03,1,0.000241261,0
1,0.21,1,2.17259e-05,0
1,0.22,1,8.86619e-07,0
1,0.23,1,2.02507e-05,0
1,0.24,2,2.12789e-05,1
1,0.25,1,6.74278e-07,0
1,0.26,1,1.93901e-05,0
5,0.04,1,0.000117768,0
1,0.27,1,6.10463e-05,0
1,0.28,1,9.46224e-07,0
1,0.29,1,1.91554e-05,0
1,0.3,2,1.85296e-05,1
1,0.31,1,4.48488e-05,0
1,0.32,2,2.56523e-05,1
1,0.33,2,1.88723e-05,1
1,0.34,2,1.15447e-05,1
1,0.35,2,3.91155e-05,1
1,0.36,1,5.16698e-05,0
1,0.37,2,5.47618e-07,1
1,0.38,2,2.15806e-05,1
1,0.39,2,1.28634e-05,1
1,0.4,1,2.11149e-05,0
1,0.41,1,8.75443e-07,0
5,0.05,1,0.000371031,0
1,0.42,1,5.51865e-05,0
1,0.43,2,4.11384e-05,1
1,0.44,2,6.63102e-07,1
1,0.45,1,1.78777e-05,0
1,0.46,2,5.40167e-07,1
1,0.47,2,2.26535e-05,1
1,0.48,2,1.56909e-05,1
1,0.49,1,6.55651e-07,0
1,0.5,1,6.89179e-07,0
1,0.51,2,2.58721e-05,1
1,0.52,1,1.2368e-06,0
13,0.01,1,0.00153022,0
9,0.01,1,0.00157537,0
1,0.53,1,0.000104047,0
1,0.54,2,1.25617e-05,1
1,0.55,1,1.84141e-05,0
1,0.56,1,7.7486e-07,0
1,0.57,2,1.13621e-05,1
1,0.58,2,1.96472e-05,1
5,0.06,1,0.00031583,0
1,0.59,2,2.06381e-05,1
1,0.6,1,1.52253e-05,0
1,0.61,2,2.04109e-05,1
1,0.62,2,5.88596e-07,1
1,0.63,2,8.08388e-07,1
1,0.64,1,1.20066e-05,0
1,0.65,1,1.35936e-05,0
1,0.66,2,2.62149e-05,1
1,0.67,1,8.90344e-07,0
1,0.68,1,5.04963e-05,0
1,0.69,2,2.03773e-05,1
1,0.7,1,2.50004e-05,0
1,0.71,2,5.47618e-07,1
1,0.72,2,4.55081e-05,1
1,0.73,1,1.40481e-05,0
1,0.74,1,1.38953e-06,0
1,0.75,2,2.03289e-05,1
1,0.76,1,1.36718e-06,0
1,0.77,1,1.13994e-05,0
5,0.07,1,0.000325941,0
9,0.02,1,0.000467934,0
1,0.78,2,3.36729e-05,1
1,0.79,2,9.35048e-07,1
1,0.8,2,8.3819e-07,1
1,0.81,2,1.68495e-05,1
1,0.82,2,3.10317e-05,1
1,0.83,2,1.17309e-05,1
1,0.839999,2,7.59959e-07,1
1,0.849999,1,3.21455e-05,0
1,0.859999,2,4.6391e-05,1
