n,p,n_steps,time,bottom_reached
1,0.01,1,0.000530928,0
1,0.02,2,3.3699e-05,1
1,0.03,1,7.0408e-07,0
1,0.04,1,2.03885e-05,0
1,0.05,1,2.94596e-05,0
1,0.06,1,0.000183318,0
1,0.07,1,1.09896e-06,0
1,0.08,1,1.06469e-05,0
1,0.09,1,2.01054e-05,0
1,0.1,1,2.16551e-05,0
5,0.01,1,0.00109221,0
1,0.11,1,2.21469e-05,0
1,0.12,1,0.000107296,0
1,0.13,1,2.16737e-05,0
1,0.14,2,9.91672e-06,1
1,0.15,1,6.74278e-07,0
1,0.16,1,1.96435e-05,0
1,0.17,1,9.83477e-07,0
1,0.18,1,3.64594e-05,0
1,0.19,1,3.43807e-05,0
1,0.2,1,7.37607e-07,0
1,0.21,1,8.45641e-07,0
1,0.22,1,1.23046e-05,0
1,0.23,1,2.40766e-05,0
1,0.24,1,3.19593e-05,0
1,0.25,2,1.81533e-05,1
5,0.02,1,0.00035217,0
1,0.26,1,1.08518e-05,0
1,0.27,2,9.0152e-07,1
1,0.28,1,9.2797e-06,0
1,0.29,1,4.4331e-07,0
1,0.3,2,1.84476e-05,1
1,0.31,1,1.06879e-05,0
1,0.32,1,1.09263e-05,0
1,0.33,1,1.97627e-05,0
1,0.34,2,5.96046e-07,1
5,0.03,1,9.79528e-05,0
1,0.35,1,3.77037e-05,0
1,0.36,2,1.9867e-05,1
9,0.01,1,0.00161679,0
1,0.37,1,2.20872e-05,0
1,0.38,1,1.18539e-05,0
1,0.39,1,1.03563e-05,0
1,0.4,2,1.06283e-05,1
1,0.41,2,2.20798e-05,1
1,0.42,1,1.41226e-05,0
5,0.04,1,0.000155754,0
1,0.43,2,1.77957e-05,1
1,0.44,2,1.06171e-06,1
1,0.45,1,3.0756e-05,0
1,0.46,1,1.21891e-05,0
1,0.47,2,3.02941e-05,1
13,0.01,1,0.00180905,0
1,0.48,2,3.20598e-05,1
1,0.49,2,2.60472e-05,1
1,0.5,2,1.52439e-05,1
1,0.51,1,1.05873e-05,0
1,0.52,2,1.42604e-05,1
1,0.53,2,1.00024e-05,1
1,0.54,2,4.45135e-05,1
5,0.05,1,0.000251949,0
1,0.55,2,2.23704e-05,1
1,0.56,2,1.14366e-05,1
1,0.57,1,5.21541e-07,0
1,0.58,2,3.81768e-05,1
1,0.59,2,6.78003e-07,1
1,0.6,1,4.4331e-07,0
1,0.61,1,1.3262e-06,0
1,0.62,2,1.53035e-05,1
1,0.63,1,2.4423e-05,0
1,0.64,2,2.84836e-05,1
1,0.65,1,9.67458e-06,0
5,0.06,1,0.000172064,0
1,0.66,1,4.12129e-05,0
1,0.67,1,2.78875e-05,0
1,0.68,2,3.73982e-05,1
1,0.69,2,2.05748e-05,1
1,0.7,2,1.17123e-05,1
1,0.71,2,1.24797e-06,1
1,0.72,2,1.9677e-05,1
1,0.73,2,1.17905e-05,1
1,0.74,1,1.09896e-06,0
1,0.75,2,1.98632e-05,1
1,0.76,2,1.16341e-05,1
1,0.77,2,5.73695e-07,1
1,0.78,2,4.89503e-05,1
1,0.79,2,8.60915e-06,1
1,0.8,1,4.76837e-07,0
1,0.81,2,1.21854e-05,1
1,0.82,2,9.55164e-06,1
5,0.07,1,0.000301372,0
1,0.83,2,2.93255e-05,1
1,0.839999,2,1.00955e-06,1
1,0.849999,2,8.75443e-07,1
1,0.859999,2,8.04663e-07,1
1,0.869999,2,2.37003e-05,1
1,0.879999,2,1.14739e-06,1
1,0.889999,2,8.19564e-07,1
1,0.899999,1,1.50874e-05,0
1,0.909999,2,2.75448e-05,1
1,0.919999,2,1.84365e-05,1
1,0.929999,1,6.63102e-07,0
1,0.939999,2,1.34632e-05,1
1,0.949999,2,2.80403e-05,1
1,0.959999,2,5.58794e-07,1
1,0.969999,2,1.47708e-05,1
1,0.979999,2,1.4618e-05,1
1,0.989999,2,1.95205e-06,1
5,0.08,1,0.000199497,0
1,0.999999,2,4.84288e-07,1
9,0.02,1,0.00105369,0
2,0.01,1,5.11147e-05,0
2,0.02,1,6.50808e-05,0
17,0.01,1,0.00280811,0
2,0.03,1,6.84671e-05,0
5,0.09,1,0.000218347,0
2,0.04,1,0.000254661,0
5,0.1,2,0.000236876,0
2,0.05,1,1.97664e-05,0
13,0.02,2,0.00143351,0
2,0.06,1,0.000135306,0
2,0.07,1,5.19715e-05,0
2,0.08,1,3.77372e-05,0
2,0.09,1,7.73184e-05,0
9,0.03,2,0.000795823,0
2,0.1,1,0.000101633,0
5,0.11,1,0.000437178,0
2,0.11,1,3.30806e-05,0
2,0.12,1,1.50129e-06,0
2,0.13,2,0.000137482,0
2,0.14,2,8.64007e-05,0
5,0.12,1,0.00032258,0
2,0.15,1,0.00010005,0
2,0.16,2,5.2914e-05,0
21,0.01,1,0.00395076,0
2,0.17,1,5.35548e-05,0
2,0.18,1,2.15955e-05,0
2,0.19,1,1.28523e-06,0
2,0.2,1,1.44169e-06,0
5,0.13,2,0.000233289,0
2,0.21,2,8.94815e-05,0
2,0.22,1,9.66005e-05,0
5,0.14,1,0.000193983,0
2,0.23,1,7.28965e-05,0
2,0.24,2,6.65523e-05,0
9,0.04,1,0.000907034,0
17,0.02,1,0.00157606,0
5,0.15,1,0.000145867,0
2,0.25,4,0.000124257,1
2,0.26,2,7.32392e-05,0
2,0.27,1,0.000176303,0
25,0.01,1,0.00476633,0
5,0.16,1,0.000327777,0
2,0.28,1,6.41532e-05,0
2,0.29,2,0.000110373,0
2,0.3,1,3.65451e-05,0
9,0.05,1,0.000592504,0
2,0.31,2,2.79918e-05,0
2,0.32,1,8.45678e-05,0
5,0.17,2,0.00033097,0
2,0.33,2,3.74019e-05,0
2,0.34,3,3.16352e-05,1
13,0.03,2,0.00191478,0
2,0.35,1,9.29609e-05,0
2,0.36,1,9.25213e-05,0
2,0.37,3,3.22573e-05,1
2,0.38,3,6.42799e-05,1
5,0.18,1,0.00033826,0
2,0.39,2,2.33501e-05,0
2,0.4,2,1.69501e-06,0
9,0.06,1,0.000502355,0
2,0.41,3,7.7527e-05,1
2,0.42,3,1.78441e-06,1
2,0.43,2,1.35228e-06,0
2,0.44,2,8.03433e-05,0
2,0.45,2,5.38714e-05,0
5,0.19,3,0.000239141,0
2,0.46,2,2.16067e-05,0
2,0.47,2,7.32467e-05,0
2,0.48,2,4.79035e-05,0
5,0.2,2,0.000217725,0
2,0.49,2,8.94703e-05,0
2,0.5,2,6.40266e-05,0
29,0.01,1,0.00600876,0
2,0.51,4,2.09399e-05,1
2,0.52,2,8.12262e-05,0
5,0.21,2,0.000193622,0
2,0.53,3,2.72952e-05,1
9,0.07,2,0.000652626,0
2,0.54,3,3.7916e-05,1
13,0.04,2,0.00108473,0
2,0.55,3,0.000107039,1
2,0.56,3,1.47149e-06,1
2,0.57,1,1.39698e-06,0
2,0.58,4,1.12057e-05,1
2,0.59,1,1.07661e-05,0
2,0.6,3,2.30968e-06,1
2,0.61,3,6.56284e-05,1
2,0.62,3,1.70246e-06,1
5,0.22,2,0.000276078,0
2,0.63,4,9.58629e-05,1
2,0.64,3,1.33365e-06,1
2,0.65,3,1.32322e-05,1
2,0.66,3,5.06751e-05,1
17,0.03,1,0.00220591,0
2,0.67,3,6.32927e-05,1
21,0.02,1,0.00272296,0
2,0.68,4,0.000102021,1
2,0.69,3,1.85519e-06,1
5,0.23,2,0.000389095,0
2,0.7,3,6.56508e-05,1
2,0.71,2,4.63277e-05,0
2,0.72,3,5.68554e-05,1
9,0.08,1,0.000761606,0
2,0.73,3,5.04814e-05,1
5,0.24,1,0.000188936,0
2,0.74,3,4.35114e-05,1
2,0.75,4,1.53817e-05,1
2,0.76,3,4.66667e-05,1
2,0.77,3,3.26224e-05,1
2,0.78,1,7.18907e-05,0
2,0.79,2,0.000102475,0
5,0.25,3,0.000311218,0
2,0.8,3,7.20546e-05,1
2,0.81,4,5.59501e-05,1
2,0.82,3,0.000118524,1
5,0.26,8,0.000236388,0
2,0.83,1,3.96967e-05,0
2,0.839999,4,6.00629e-05,1
9,0.09,2,0.000746384,0
13,0.05,1,0.00140784,0
2,0.849999,4,8.21203e-05,1
2,0.859999,3,1.34483e-06,1
2,0.869999,3,1.29826e-05,1
5,0.27,2,0.000220537,0
2,0.879999,3,6.47232e-05,1
2,0.889999,3,4.87901e-05,1
5,0.28,1,0.000168506,0
2,0.899999,3,0.000108872,1
2,0.909999,3,8.72687e-05,1
5,0.29,3,0.000167683,0
2,0.919999,3,0.000124454,1
2,0.929999,3,7.84397e-05,1
5,0.3,1,0.000323463,0
33,0.01,1,0.00840884,0
2,0.939999,3,0.000312127,1
13,0.06,2,0.000897501,0
2,0.949999,3,6.84522e-05,1
5,0.31,2,0.00032305,0
2,0.959999,3,0.000211649,1
2,0.969999,1,3.36207e-05,0
9,0.1,1,0.00121805,0
2,0.979999,3,2.20165e-06,1
2,0.989999,3,1.89245e-06,1
5,0.32,4,0.000211742,0
2,0.999999,3,0.00012039,1
5,0.33,4,0.000225082,0
3,0.01,1,0.00022338,0
21,0.03,2,0.00253566,0
25,0.02,1,0.00445947,0
3,0.02,1,6.51665e-05,0
3,0.03,1,2.89828e-05,0
3,0.04,1,8.60915e-05,0
5,0.34,1,0.000275053,0
9,0.11,2,0.000598468,0
17,0.04,1,0.00296771,0
