n,p,n_steps,time,bottom_reached
1,0.01,1,0.000338271,0
1,0.02,1,1.23903e-05,0
1,0.03,1,6.89551e-06,0
1,0.04,1,6.51926e-07,0
1,0.05,1,1.88202e-05,0
1,0.06,1,1.06022e-05,0
1,0.07,1,6.54906e-06,0
1,0.08,1,2.00719e-05,0
1,0.09,1,9.72301e-07,0
1,0.1,1,4.03821e-06,0
1,0.11,1,1.60076e-05,0
1,0.12,1,1.13621e-05,0
1,0.13,2,1.47596e-05,1
1,0.14,2,7.06315e-06,1
1,0.15,1,8.6017e-06,0
1,0.16,1,9.574e-07,0
1,0.17,2,2.65166e-05,1
1,0.18,2,1.08406e-05,1
1,0.19,1,1.05426e-06,0
1,0.2,1,3.24473e-05,0
9,0.01,2,0.000758238,0
1,0.21,1,9.53302e-06,0
1,0.22,1,3.96259e-05,0
1,0.23,1,8.85874e-06,0
1,0.24,1,1.13994e-06,0
1,0.25,2,5.7742e-07,1
1,0.26,1,1.85631e-05,0
1,0.27,1,2.52277e-05,0
1,0.28,1,2.12602e-05,0
1,0.29,2,5.40167e-07,1
1,0.3,1,1.34073e-05,0
1,0.31,1,2.36444e-05,0
1,0.32,1,1.11014e-06,0
1,0.33,2,2.34731e-05,1
1,0.34,1,1.13845e-05,0
1,0.35,1,5.69969e-07,0
1,0.36,1,9.05246e-07,0
1,0.37,2,2.60398e-05,1
1,0.38,1,6.33709e-05,0
1,0.39,2,6.96741e-05,1
1,0.4,1,6.81728e-07,0
1,0.41,2,1.03712e-05,1
5,0.01,1,0.00116161,0
1,0.42,1,2.13571e-05,0
1,0.43,2,1.06879e-05,1
1,0.44,1,2.15732e-05,0
1,0.45,2,1.08853e-05,1
1,0.46,1,3.95998e-05,0
1,0.47,2,8.3819e-07,1
1,0.48,1,2.34358e-05,0
1,0.49,1,5.99772e-07,0
1,0.5,2,1.38059e-05,1
1,0.51,2,7.63685e-07,1
1,0.52,2,3.07932e-05,1
1,0.53,1,2.15918e-05,0
1,0.54,2,5.36442e-07,1
1,0.55,1,3.03015e-05,0
1,0.56,1,8.90344e-07,0
5,0.02,1,0.000252917,0
1,0.57,1,2.9292e-05,0
1,0.58,2,2.23033e-05,1
1,0.59,2,1.2666e-06,1
1,0.6,2,2.19233e-05,1
1,0.61,2,7.0408e-07,1
9,0.02,1,0.00075987,0
1,0.62,2,5.26905e-05,1
1,0.63,1,5.23403e-05,0
1,0.64,1,9.86457e-06,0
1,0.65,1,4.12315e-05,0
1,0.66,2,7.78586e-07,1
1,0.67,2,4.9632e-05,1
5,0.03,1,0.000286844,0
1,0.68,2,4.91887e-05,1
1,0.69,1,1.07586e-05,0
1,0.7,2,1.55866e-05,1
1,0.71,2,1.15372e-05,1
1,0.72,2,1.15298e-05,1
13,0.01,1,0.00181334,0
1,0.73,2,1.15186e-05,1
1,0.74,2,1.43498e-05,1
1,0.75,2,1.43237e-05,1
1,0.76,2,1.89431e-05,1
5,0.04,1,0.000162773,0
1,0.77,1,2.48402e-05,0
1,0.78,2,1.15335e-05,1
1,0.79,2,2.1413e-05,1
1,0.8,1,7.72178e-05,0
1,0.81,2,1.67862e-05,1
1,0.82,2,8.49366e-07,1
1,0.83,2,5.49592e-05,1
1,0.839999,2,5.40167e-07,1
1,0.849999,1,2.17669e-05,0
1,0.859999,1,9.91672e-06,0
1,0.869999,2,2.16477e-05,1
1,0.879999,2,1.1351e-05,1
1,0.889999,1,5.89155e-05,0
1,0.899999,2,2.29366e-05,1
1,0.909999,1,4.32134e-07,0
1,0.919999,2,1.9554e-05,1
5,0.05,2,0.00038144,0
1,0.929999,2,4.45284e-05,1
1,0.939999,2,2.91839e-05,1
1,0.949999,2,2.83346e-05,1
1,0.959999,2,1.92374e-05,1
1,0.969999,2,9.03383e-06,1
1,0.979999,2,3.00668e-05,1
1,0.989999,2,8.23289e-07,1
1,0.999999,2,1.47521e-06,1
2,0.01,1,1.26287e-05,0
9,0.03,1,0.000945274,0
2,0.02,1,4.014e-05,0
2,0.03,1,4.9334e-05,0
5,0.06,2,0.000366081,0
2,0.04,1,9.6485e-05,0
2,0.05,1,3.4716e-05,0
5,0.07,1,0.00012026,0
