n,p,n_steps,time,bottom_reached
1,0.01,1,0.000570647,0
1,0.02,1,2.76268e-05,0
1,0.03,1,2.87257e-05,0
1,0.04,1,8.3074e-07,0
1,0.05,1,1.35414e-05,0
1,0.06,1,2.21208e-05,0
1,0.07,1,3.90783e-05,0
1,0.08,1,2.43187e-05,0
1,0.09,1,8.71345e-06,0
1,0.1,2,8.60542e-07,1
1,0.11,2,2.88337e-05,1
1,0.12,1,3.96185e-05,0
1,0.13,1,1.32993e-06,0
1,0.14,1,1.35042e-05,0
1,0.15,1,6.34789e-05,0
5,0.01,1,0.00103477,0
1,0.16,1,1.88015e-05,0
1,0.17,2,1.10157e-05,1
1,0.18,1,1.87382e-05,0
1,0.19,2,7.22706e-07,1
1,0.2,1,4.91738e-07,0
1,0.21,1,2.45981e-05,0
1,0.22,1,3.05213e-05,0
1,0.23,1,1.92374e-05,0
1,0.24,1,2.75373e-05,0
1,0.25,1,9.53674e-07,0
1,0.26,2,7.30157e-07,1
1,0.27,2,4.84809e-05,1
1,0.28,1,9.68575e-07,0
13,0.01,1,0.0012672,0
1,0.29,1,1.97664e-05,0
1,0.3,2,1.15223e-05,1
1,0.31,1,3.25814e-05,0
1,0.32,1,3.64482e-05,0
1,0.33,2,1.08145e-05,1
1,0.34,1,2.27764e-05,0
9,0.01,1,0.00140189,0
1,0.35,1,1.03042e-05,0
1,0.36,2,2.03624e-05,1
5,0.02,1,0.000404965,0
1,0.37,2,2.54959e-05,1
1,0.38,1,1.04308e-06,0
1,0.39,2,3.58261e-05,1
1,0.4,1,9.38773e-07,0
1,0.41,2,3.7659e-05,1
1,0.42,1,1.23717e-05,0
1,0.43,1,8.6911e-06,0
1,0.44,1,5.06081e-05,0
1,0.45,2,7.93487e-07,1
1,0.46,2,1.5758e-06,1
1,0.47,2,3.00445e-05,1
1,0.48,2,1.38581e-05,1
1,0.49,2,4.78327e-05,1
1,0.5,2,3.56287e-05,1
5,0.03,1,0.000303283,0
1,0.51,2,3.86313e-05,1
1,0.52,2,1.44169e-06,1
1,0.53,2,2.28696e-05,1
1,0.54,2,3.88734e-05,1
1,0.55,1,7.30157e-07,0
1,0.56,2,1.96882e-05,1
1,0.57,2,1.07326e-05,1
5,0.04,1,0.000149727,0
1,0.58,2,2.00756e-05,1
1,0.59,1,2.73027e-05,0
1,0.6,2,3.06256e-05,1
9,0.02,2,0.000584662,0
5,0.05,2,8.01943e-05,0
1,0.61,2,6.23092e-05,1
1,0.62,2,9.74163e-06,1
1,0.63,2,1.00099e-05,1
1,0.64,1,8.83266e-06,0
1,0.65,2,6.48201e-07,1
1,0.66,2,1.12355e-05,1
1,0.67,1,7.48783e-07,0
1,0.68,2,7.07805e-07,1
1,0.69,2,1.06022e-05,1
1,0.7,2,1.0442e-05,1
1,0.71,2,1.85743e-05,1
5,0.06,2,0.000165053,0
1,0.72,1,4.17829e-05,0
1,0.73,1,1.00546e-05,0
1,0.74,2,1.42232e-05,1
1,0.75,2,2.24449e-05,1
1,0.76,2,1.02483e-05,1
1,0.77,2,3.49544e-05,1
5,0.07,2,0.00012866,0
1,0.78,2,4.86486e-05,1
1,0.79,2,1.46031e-05,1
1,0.8,2,1.26176e-05,1
1,0.81,1,2.70791e-05,0
1,0.82,2,1.35191e-05,1
