n,p,n_steps,time,bottom_reached
1,0.01,1,0.000312809,0
5,0.01,1,0.000699449,0
1,0.02,1,1.59368e-05,0
9,0.01,1,0.000871111,0
1,0.03,1,2.58908e-05,0
1,0.04,1,2.38083e-05,0
1,0.05,1,6.85453e-07,0
1,0.06,1,5.06639e-07,0
1,0.07,1,5.69969e-07,0
1,0.08,1,5.25266e-07,0
1,0.09,1,4.17903e-05,0
1,0.1,1,4.12166e-05,0
1,0.11,1,9.16421e-07,0
1,0.12,1,1.95839e-05,0
1,0.13,1,2.59317e-05,0
1,0.14,1,4.84288e-07,0
1,0.15,1,3.5312e-05,0
5,0.02,1,0.000258796,0
1,0.16,1,3.16761e-05,0
1,0.17,1,5.99772e-07,0
1,0.18,1,5.88596e-07,0
1,0.19,1,7.1153e-07,0
1,0.2,1,9.49949e-07,0
1,0.21,1,3.04729e-05,0
1,0.22,2,3.23877e-05,1
1,0.23,2,6.63102e-07,1
1,0.24,2,9.68575e-07,1
1,0.25,1,1.95354e-05,0
1,0.26,1,2.01799e-05,0
1,0.27,1,2.67774e-05,0
1,0.28,1,1.19843e-05,0
1,0.29,1,5.92321e-07,0
1,0.3,2,2.03624e-05,1
1,0.31,1,8.97795e-07,0
1,0.32,2,1.30013e-06,1
1,0.33,1,8.49366e-07,0
1,0.34,2,6.48201e-07,1
1,0.35,2,1.11349e-05,1
1,0.36,1,3.15979e-05,0
5,0.03,1,0.000284415,0
1,0.37,2,2.40169e-05,1
1,0.38,1,1.79261e-05,0
9,0.02,1,0.000551075,0
1,0.39,2,3.71523e-05,1
1,0.4,1,2.70903e-05,0
1,0.41,2,3.18587e-05,1
1,0.42,1,1.04569e-05,0
1,0.43,1,5.42514e-05,0
1,0.44,1,5.88596e-07,0
1,0.45,2,1.99862e-05,1
1,0.46,1,5.21541e-07,0
1,0.47,1,2.7068e-05,0
1,0.48,1,2.55182e-05,0
1,0.49,1,1.79596e-05,0
1,0.5,1,1.76765e-05,0
1,0.51,2,1.07661e-06,1
5,0.04,1,0.00032125,0
1,0.52,2,3.19742e-05,1
1,0.53,2,0.000103388,1
9,0.03,1,0.00042798,0
1,0.54,1,2.64309e-05,0
1,0.55,2,3.35015e-05,1
1,0.56,1,8.56817e-07,0
1,0.57,2,7.0408e-07,1
1,0.58,1,2.09622e-05,0
1,0.59,1,1.06543e-06,0
1,0.6,2,9.61125e-07,1
1,0.61,2,1.46925e-05,1
1,0.62,2,5.73695e-07,1
1,0.63,2,2.12714e-05,1
1,0.64,1,1.24425e-06,0
1,0.65,2,8.12113e-07,1
1,0.66,2,2.77311e-05,1
1,0.67,2,1.61976e-05,1
1,0.68,1,6.96629e-07,0
1,0.69,2,6.92904e-07,1
1,0.7,2,9.85339e-06,1
5,0.05,1,0.000339571,0
1,0.71,2,2.55294e-05,1
1,0.72,2,2.39126e-05,1
1,0.73,2,1.65589e-05,1
1,0.74,2,1.09151e-05,1
1,0.75,2,8.0727e-06,1
1,0.76,2,5.47618e-07,1
1,0.77,1,0.000120945,0
1,0.78,2,7.18981e-07,1
1,0.79,2,7.96095e-06,1
1,0.8,2,1.57952e-06,1
1,0.81,2,3.54908e-05,1
1,0.82,2,1.16229e-06,1
5,0.06,1,0.000257589,0
1,0.83,2,5.01573e-05,1
1,0.839999,2,1.23344e-05,1
1,0.849999,2,8.12113e-07,1
13,0.01,2,0.00238599,0
1,0.859999,2,2.30558e-05,1
17,0.01,1,0.00241686,0
1,0.869999,2,3.41423e-05,1
1,0.879999,1,1.29752e-05,0
1,0.889999,2,1.76094e-05,1
1,0.899999,2,1.1988e-05,1
9,0.04,1,0.000648566,0
1,0.909999,2,2.19233e-05,1
1,0.919999,2,1.07363e-05,1
1,0.929999,2,1.80267e-05,1
1,0.939999,2,1.80751e-05,1
1,0.949999,2,1.8619e-05,1
5,0.07,1,0.000259273,0
1,0.959999,2,4.00394e-05,1
1,0.969999,2,7.37607e-07,1
1,0.979999,2,7.37607e-07,1
1,0.989999,2,2.09063e-05,1
1,0.999999,2,4.24199e-05,1
2,0.01,1,1.90362e-06,0
2,0.02,1,2.59578e-05,0
2,0.03,1,6.32517e-05,0
9,0.05,2,0.00031611,0
5,0.08,1,0.00029657,0
21,0.01,2,0.00293747,0
2,0.04,1,0.00015517,0
2,0.05,1,3.71151e-05,0
2,0.06,1,0.000118967,0
5,0.09,2,0.000278365,0
2,0.07,1,5.88335e-05,0
2,0.08,1,1.24797e-06,0
2,0.09,1,1.38581e-05,0
2,0.1,1,3.54238e-05,0
2,0.11,1,2.83085e-05,0
2,0.12,1,2.24039e-05,0
2,0.13,2,9.5427e-05,0
5,0.1,1,0.000272356,0
2,0.14,1,7.08885e-05,0
2,0.15,1,6.72117e-05,0
2,0.16,1,7.36192e-05,0
9,0.06,2,0.000789121,0
2,0.17,1,0.000108771,0
2,0.18,1,3.51407e-05,0
2,0.19,1,1.43088e-05,0
2,0.2,1,4.69573e-05,0
2,0.21,2,2.28956e-05,0
5,0.11,1,0.00042931,0
2,0.22,3,5.07981e-05,1
2,0.23,2,1.11461e-05,0
2,0.24,2,0.000132963,0
9,0.07,1,0.000483468,0
2,0.25,3,8.97236e-05,1
17,0.02,1,0.00170414,0
5,0.12,1,0.000299197,0
2,0.26,1,6.90445e-05,0
2,0.27,1,3.28086e-05,0
2,0.28,2,5.57341e-05,0
2,0.29,3,4.00543e-05,1
13,0.02,1,0.00191172,0
2,0.3,1,5.25564e-05,0
5,0.13,2,0.000206176,0
2,0.31,1,6.71521e-05,0
29,0.01,1,0.00447341,0
2,0.32,1,9.95658e-05,0
2,0.33,2,2.20165e-06,0
5,0.14,2,0.00021857,0
9,0.08,1,0.000538331,0
5,0.15,3,0.000110134,0
2,0.34,1,0.000234198,0
25,0.01,1,0.00480877,0
2,0.35,1,6.30468e-05,0
2,0.36,2,4.29638e-05,0
2,0.37,4,2.33054e-05,1
2,0.38,3,9.19402e-06,1
2,0.39,1,7.76872e-05,0
2,0.4,4,2.07946e-05,1
2,0.41,4,6.55986e-05,1
2,0.42,2,7.14995e-05,0
2,0.43,4,1.48267e-06,1
5,0.16,1,0.000458699,0
2,0.44,1,3.5055e-06,0
2,0.45,2,9.36128e-05,0
2,0.46,1,1.19507e-05,0
9,0.09,1,0.000660706,0
5,0.17,2,0.000167392,0
