n,p,n_steps,time,bottom_reached
1,0.01,1,0.000309326,0
5,0.01,1,0.000380829,0
1,0.02,1,1.76616e-05,0
1,0.03,1,1.50949e-05,0
1,0.04,1,4.99189e-07,0
1,0.05,1,8.75443e-07,0
1,0.06,1,1.19098e-05,0
1,0.07,1,6.44065e-05,0
1,0.08,1,4.14625e-05,0
13,0.01,1,0.000893202,0
1,0.09,1,1.07624e-05,0
1,0.1,1,5.55068e-07,0
1,0.11,1,7.41333e-07,0
1,0.12,1,3.02233e-05,0
1,0.13,1,1.35638e-05,0
1,0.14,1,1.84849e-05,0
1,0.15,1,1.13994e-06,0
1,0.16,1,2.47508e-05,0
1,0.17,1,1.23493e-05,0
1,0.18,1,1.35675e-05,0
1,0.19,1,2.32831e-05,0
5,0.02,1,0.00032654,0
1,0.2,1,1.07661e-05,0
1,0.21,1,7.93487e-07,0
1,0.22,1,2.26647e-05,0
9,0.01,2,0.00112143,0
1,0.23,1,3.54908e-05,0
1,0.24,1,5.66244e-07,0
1,0.25,1,2.02544e-05,0
1,0.26,1,2.20872e-05,0
1,0.27,2,2.68966e-05,1
1,0.28,1,2.32421e-05,0
1,0.29,2,1.20699e-05,1
5,0.03,1,0.000199504,0
1,0.3,1,3.40194e-05,0
1,0.31,1,8.3074e-07,0
1,0.32,2,1.08071e-05,1
1,0.33,1,4.77061e-05,0
1,0.34,1,3.8296e-05,0
1,0.35,1,6.07222e-07,0
1,0.36,1,8.06972e-05,0
1,0.37,2,1.08108e-05,1
1,0.38,2,2.32942e-05,1
1,0.39,1,1.6503e-06,0
1,0.4,1,5.02914e-07,0
1,0.41,2,7.48783e-07,1
1,0.42,1,2.47955e-05,0
1,0.43,1,8.64267e-07,0
1,0.44,1,6.74278e-07,0
5,0.04,1,0.000293225,0
1,0.45,2,2.25268e-05,1
1,0.46,2,2.9549e-05,1
1,0.47,2,9.87202e-06,1
1,0.48,1,2.89902e-05,0
1,0.49,2,1.43088e-05,1
1,0.5,1,1.00024e-05,0
1,0.51,2,2.17408e-05,1
1,0.52,1,8.59424e-06,0
1,0.53,2,9.3542e-06,1
1,0.54,2,9.05246e-07,1
1,0.55,1,5.99772e-07,0
5,0.05,1,0.000181288,0
1,0.56,1,2.05003e-05,0
1,0.57,2,9.36501e-05,1
1,0.58,2,2.68109e-05,1
1,0.59,1,2.52165e-05,0
1,0.6,2,1.5609e-06,1
1,0.61,1,1.11684e-05,0
1,0.62,2,1.23009e-05,1
1,0.63,2,2.12938e-05,1
1,0.64,1,1.19433e-05,0
1,0.65,1,2.56151e-05,0
1,0.66,2,1.13249e-05,1
1,0.67,2,6.4075e-07,1
5,0.06,2,0.00028158,0
1,0.68,2,3.00631e-05,1
9,0.02,2,0.00089065,0
1,0.69,1,5.66244e-07,0
1,0.7,2,2.26274e-05,1
5,0.07,1,3.70666e-05,0
1,0.71,1,1.88015e-05,0
1,0.72,1,7.22706e-07,0
1,0.73,2,9.8832e-06,1
1,0.74,2,2.30931e-05,1
1,0.75,1,1.12616e-05,0
1,0.76,1,2.52612e-05,0
13,0.02,1,0.00126886,0
1,0.77,2,1.38618e-05,1
1,0.78,2,1.73412e-05,1
1,0.79,2,2.94596e-05,1
1,0.8,2,7.63685e-07,1
1,0.81,2,2.50153e-05,1
