n,p,n_steps,time,bottom_reached
1,0.01,1,0.000502191,0
5,0.01,1,0.000618435,0
1,0.02,1,2.06605e-05,0
1,0.03,1,1.06543e-05,0
1,0.04,1,1.93976e-05,0
1,0.05,1,2.0016e-05,0
1,0.06,1,3.85605e-05,0
1,0.07,1,5.02914e-07,0
1,0.08,1,4.2405e-05,0
1,0.09,1,1.00285e-05,0
5,0.02,1,0.000186678,0
1,0.1,1,2.51345e-05,0
1,0.11,2,9.90927e-07,1
1,0.12,1,1.49384e-05,0
1,0.13,1,7.64728e-05,0
1,0.14,1,2.85432e-05,0
1,0.15,2,7.0408e-07,1
1,0.16,1,3.24324e-05,0
1,0.17,2,6.81728e-07,1
1,0.18,1,3.01525e-05,0
1,0.19,2,6.10948e-07,1
1,0.2,1,6.89179e-07,0
1,0.21,1,4.34965e-05,0
1,0.22,1,2.16141e-05,0
5,0.03,1,0.000288792,0
1,0.23,1,2.3365e-05,0
1,0.24,1,1.03638e-05,0
1,0.25,1,1.45026e-05,0
1,0.26,1,1.11237e-05,0
1,0.27,1,7.07805e-07,0
1,0.28,2,5.84871e-07,1
9,0.01,1,0.00119365,0
1,0.29,1,3.63588e-05,0
1,0.3,1,4.54485e-07,0
1,0.31,1,2.09957e-05,0
1,0.32,1,2.08691e-05,0
1,0.33,1,4.66295e-05,0
1,0.34,2,2.31452e-05,1
1,0.35,2,8.00937e-07,1
1,0.36,2,1.51247e-05,1
1,0.37,1,2.28211e-05,0
1,0.38,2,2.70121e-05,1
1,0.39,1,7.89762e-07,0
1,0.4,1,2.96123e-05,0
1,0.41,2,4.99189e-07,1
1,0.42,2,9.39518e-06,1
5,0.04,1,0.000317656,0
13,0.01,1,0.00147603,0
1,0.43,2,3.69623e-05,1
1,0.44,1,7.97212e-07,0
1,0.45,1,1.26436e-05,0
1,0.46,1,1.08778e-05,0
1,0.47,2,2.42032e-05,1
1,0.48,1,2.98806e-05,0
1,0.49,1,2.05673e-05,0
1,0.5,1,1.08145e-05,0
1,0.51,1,2.96868e-05,0
1,0.52,2,2.26013e-05,1
1,0.53,1,2.82265e-05,0
1,0.54,2,1.34408e-05,1
1,0.55,1,3.90969e-05,0
1,0.56,1,1.06171e-05,0
1,0.57,1,9.79006e-06,0
1,0.58,2,7.41333e-07,1
1,0.59,1,2.13161e-05,0
5,0.05,1,0.0003605,0
1,0.6,2,2.18526e-05,1
1,0.61,2,1.37091e-06,1
1,0.62,1,2.18228e-05,0
9,0.02,1,0.000653323,0
1,0.63,2,2.31639e-05,1
1,0.64,1,1.35452e-05,0
1,0.65,2,7.71135e-07,1
1,0.66,2,1.39065e-05,1
1,0.67,2,5.1409e-07,1
1,0.68,2,1.84476e-05,1
1,0.69,1,2.38381e-05,0
1,0.7,2,8.67993e-07,1
1,0.71,2,2.00197e-05,1
1,0.72,2,8.56817e-07,1
1,0.73,1,1.35563e-05,0
5,0.06,1,0.000192773,0
1,0.74,1,5.21578e-05,0
1,0.75,2,3.61726e-05,1
1,0.76,2,6.59376e-07,1
1,0.77,2,2.33054e-05,1
5,0.07,2,0.000100505,0
1,0.78,2,4.84698e-05,1
1,0.79,2,1.3344e-05,1
1,0.8,1,1.82204e-05,0
5,0.08,2,8.31075e-05,0
1,0.81,1,4.68083e-05,0
1,0.82,1,1.16155e-05,0
1,0.83,2,1.03898e-05,1
1,0.839999,2,1.18017e-05,1
1,0.849999,2,2.99849e-05,1
1,0.859999,2,1.17198e-05,1
17,0.01,1,0.00233096,0
1,0.869999,2,3.28198e-05,1
5,0.09,2,0.000162002,0
9,0.03,1,0.000521176,0
1,0.879999,2,2.86475e-05,1
1,0.889999,2,2.00085e-05,1
1,0.899999,1,1.16602e-05,0
1,0.909999,2,2.05152e-05,1
1,0.919999,2,3.04468e-05,1
1,0.929999,2,1.17272e-05,1
1,0.939999,1,7.97212e-07,0
1,0.949999,2,8.23289e-07,1
5,0.1,2,0.000147939,0
1,0.959999,2,2.66768e-05,1
1,0.969999,2,5.10365e-07,1
1,0.979999,2,1.37687e-05,1
1,0.989999,2,6.33299e-07,1
1,0.999999,2,3.02568e-05,1
2,0.01,1,5.32568e-05,0
2,0.02,1,3.53493e-05,0
2,0.03,1,0.000101261,0
21,0.01,1,0.00275254,0
9,0.04,2,0.00042589,0
5,0.11,1,0.000303298,0
2,0.04,1,6.73011e-05,0
13,0.02,2,0.00136824,0
2,0.05,1,9.08561e-05,0
2,0.06,1,2.88039e-05,0
5,0.12,1,0.000167117,0
2,0.07,1,7.73221e-05,0
2,0.08,3,3.43844e-05,1
2,0.09,1,2.48216e-05,0
2,0.1,1,4.79408e-05,0
2,0.11,1,4.08404e-05,0
2,0.12,3,1.91107e-06,1
5,0.13,1,0.000201449,0
2,0.13,1,5.0921e-05,0
5,0.14,2,8.47206e-05,0
9,0.05,1,0.000502486,0
2,0.14,1,7.37682e-05,0
2,0.15,1,1.21258e-05,0
2,0.16,1,6.37807e-05,0
5,0.15,1,0.000116345,0
2,0.17,1,7.14548e-05,0
2,0.18,1,2.17371e-05,0
2,0.19,1,7.11121e-05,0
2,0.2,3,7.58171e-05,1
2,0.21,1,2.01166e-06,0
2,0.22,3,2.22139e-05,1
5,0.16,2,0.00030189,0
2,0.23,1,3.97637e-05,0
9,0.06,1,0.000408739,0
2,0.24,1,8.67099e-05,0
2,0.25,1,9.3475e-05,0
17,0.02,2,0.0015578,0
2,0.26,1,5.3335e-05,0
2,0.27,1,2.67141e-05,0
2,0.28,1,4.26397e-05,0
13,0.03,1,0.00120761,0
2,0.29,1,6.44103e-05,0
2,0.3,2,1.18092e-06,0
5,0.17,2,0.000449415,0
2,0.31,2,0.000108682,0
2,0.32,3,1.47149e-06,1
2,0.33,2,1.546e-06,0
2,0.34,1,1.69501e-06,0
2,0.35,1,5.91204e-05,0
2,0.36,3,6.72154e-05,1
2,0.37,2,2.25268e-05,0
2,0.38,3,1.12206e-05,1
