n,p,n_steps,time,bottom_reached
1,0.01,1,0.000231136,0
5,0.01,1,0.000291716,0
9,0.01,1,0.000371482,0
1,0.02,1,3.15085e-05,0
1,0.03,1,7.18981e-07,0
1,0.04,1,8.6613e-06,0
1,0.05,1,2.52649e-05,0
1,0.06,1,9.31323e-07,0
1,0.07,1,3.96036e-05,0
1,0.08,1,1.02296e-05,0
1,0.09,1,8.27014e-07,0
1,0.1,1,4.20958e-07,0
1,0.11,1,2.92547e-05,0
1,0.12,1,8.41916e-07,0
1,0.13,1,1.20699e-06,0
1,0.14,1,5.21466e-05,0
1,0.15,1,9.68203e-06,0
1,0.16,1,2.24523e-05,0
1,0.17,2,8.60542e-07,1
1,0.18,1,1.76579e-06,0
1,0.19,1,6.63102e-07,0
1,0.2,1,1.38618e-05,0
1,0.21,1,1.3113e-06,0
1,0.22,2,5.17815e-07,1
1,0.23,1,3.21232e-05,0
1,0.24,1,7.93487e-07,0
1,0.25,1,3.46899e-05,0
5,0.02,1,0.000353809,0
1,0.26,1,1.78516e-05,0
1,0.27,1,3.50662e-05,0
1,0.28,2,2.54214e-05,1
1,0.29,1,4.88013e-07,0
1,0.3,2,4.84288e-07,1
1,0.31,2,2.68109e-05,1
1,0.32,2,1.79447e-05,1
1,0.33,2,3.25814e-05,1
1,0.34,1,5.10365e-07,0
1,0.35,1,7.30157e-07,0
1,0.36,1,9.12696e-07,0
5,0.03,1,0.000188805,0
1,0.37,2,2.90126e-05,1
1,0.38,2,8.67993e-07,1
1,0.39,2,1.34297e-05,1
1,0.4,2,6.33299e-07,1
1,0.41,1,1.22562e-06,0
1,0.42,2,3.31588e-05,1
1,0.43,2,1.74418e-05,1
1,0.44,2,5.86957e-05,1
1,0.45,1,5.58794e-07,0
1,0.46,1,1.59331e-05,0
1,0.47,1,9.83477e-06,0
1,0.48,1,1.43871e-05,0
1,0.49,2,2.10442e-05,1
1,0.5,1,5.1409e-07,0
1,0.51,2,3.61353e-05,1
13,0.01,1,0.00158903,0
1,0.52,1,1.3981e-05,0
5,0.04,1,0.000281531,0
1,0.53,1,3.51183e-05,0
5,0.05,2,2.81259e-05,0
1,0.54,2,7.50385e-05,1
1,0.55,2,4.91738e-07,1
1,0.56,1,1.97515e-05,0
1,0.57,2,9.42126e-06,1
9,0.02,1,0.000952072,0
1,0.58,1,9.93162e-06,0
1,0.59,2,3.11062e-05,1
1,0.6,2,1.04234e-05,1
5,0.06,1,0.000226792,0
1,0.61,2,0.000115398,1
1,0.62,1,2.42554e-05,0
1,0.63,2,1.2219e-06,1
1,0.64,1,7.63685e-07,0
1,0.65,2,1.79298e-05,1
1,0.66,2,3.05809e-05,1
1,0.67,1,2.13571e-05,0
17,0.01,1,0.00203604,0
1,0.68,2,1.82763e-05,1
1,0.69,2,1.25803e-05,1
1,0.7,1,1.15149e-05,0
1,0.71,2,1.80118e-05,1
1,0.72,1,1.47633e-05,0
5,0.07,1,0.000289425,0
1,0.73,2,8.65236e-05,1
1,0.74,2,7.40215e-06,1
1,0.75,2,5.17815e-07,1
1,0.76,1,8.00937e-07,0
5,0.08,2,0.00010588,0
1,0.77,2,6.63958e-05,1
1,0.78,2,1.68905e-05,1
9,0.03,1,0.000559635,0
1,0.79,1,2.78205e-05,0
1,0.8,2,1.26176e-05,1
1,0.81,1,8.04663e-07,0
1,0.82,2,1.78181e-05,1
1,0.83,2,0.000113327,1
1,0.839999,2,2.16886e-05,1
1,0.849999,1,1.00583e-06,0
1,0.859999,2,1.06171e-06,1
1,0.869999,2,5.21541e-07,1
1,0.879999,2,3.4105e-05,1
1,0.889999,2,2.67029e-05,1
1,0.899999,2,2.69152e-05,1
