n,p,n_steps,time,bottom_reached
1,0.01,1,0.000308797,0
17,0.01,1,0.0023717,0
5,0.01,1,0.0021716,0
1,0.02,1,1.19619e-05,0
9,0.01,1,0.000435177,0
1,0.03,1,2.53208e-05,0
1,0.04,1,2.33874e-05,0
1,0.05,1,4.30122e-05,0
1,0.06,1,8.27014e-07,0
1,0.07,1,5.21541e-07,0
1,0.08,1,1.11833e-05,0
1,0.09,1,1.09896e-05,0
1,0.1,1,2.89194e-05,0
1,0.11,1,1.57095e-05,0
1,0.12,1,1.06618e-05,0
5,0.02,2,0.000222858,0
1,0.13,1,4.68977e-05,0
1,0.14,1,1.11014e-06,0
5,0.03,2,4.29116e-05,0
1,0.15,1,4.27291e-05,0
1,0.16,1,7.34217e-05,0
5,0.04,1,9.17651e-05,0
1,0.17,1,1.19358e-05,0
1,0.18,1,6.78003e-07,0
1,0.19,1,9.3855e-05,0
9,0.02,1,0.000468228,0
1,0.2,1,2.63266e-05,0
1,0.21,2,9.53674e-07,1
1,0.22,1,1.02445e-06,0
1,0.23,2,1.61193e-05,1
1,0.24,1,1.017e-06,0
1,0.25,1,3.45521e-05,0
1,0.26,1,8.41916e-07,0
1,0.27,1,2.94298e-07,0
1,0.28,1,2.21059e-05,0
5,0.05,2,0.000220172,0
1,0.29,2,3.23318e-05,1
1,0.3,1,5.40167e-07,0
1,0.31,1,2.07722e-05,0
1,0.32,1,5.36442e-07,0
1,0.33,1,2.16067e-05,0
1,0.34,2,9.87202e-07,1
1,0.35,1,1.451e-05,0
5,0.06,3,0.000107516,0
1,0.36,2,2.80924e-05,1
1,0.37,1,5.69969e-07,0
1,0.38,2,1.04383e-05,1
1,0.39,2,9.35048e-07,1
1,0.4,1,7.41333e-07,0
1,0.41,2,3.39337e-05,1
1,0.42,1,1.26772e-05,0
1,0.43,1,5.92321e-07,0
1,0.44,2,1.15409e-05,1
1,0.45,1,2.14539e-05,0
1,0.46,1,2.00309e-05,0
1,0.47,2,3.85046e-05,1
1,0.48,2,1.14813e-05,1
5,0.07,1,0.000215348,0
1,0.49,1,4.00506e-05,0
1,0.5,1,9.31323e-07,0
1,0.51,2,1.14068e-05,1
1,0.52,1,5.28991e-07,0
1,0.53,1,2.243e-05,0
1,0.54,1,1.13398e-05,0
1,0.55,1,1.30683e-05,0
1,0.56,1,5.66244e-07,0
1,0.57,1,1.13398e-05,0
1,0.58,2,2.3827e-05,1
1,0.59,2,2.47508e-05,1
5,0.08,1,0.000152294,0
1,0.6,2,2.11596e-05,1
1,0.61,2,5.43892e-07,1
1,0.62,2,1.80714e-05,1
9,0.03,1,0.000625115,0
1,0.63,1,6.03385e-05,0
1,0.64,2,3.40417e-05,1
5,0.09,1,0.00017707,0
1,0.65,1,5.26905e-05,0
1,0.66,2,4.91999e-05,1
1,0.67,2,8.49366e-07,1
1,0.68,2,6.59376e-07,1
1,0.69,1,3.14526e-05,0
1,0.7,2,2.27839e-05,1
1,0.71,2,8.41916e-07,1
