n,p,n_steps,time,bottom_reached
1,0.01,1,0.000357874,0
5,0.01,1,0.000499193,0
1,0.02,1,1.11721e-05,0
1,0.03,1,8.79169e-07,0
1,0.04,1,1.31615e-05,0
1,0.05,1,6.85081e-05,0
1,0.06,1,2.54549e-05,0
1,0.07,2,2.18824e-05,1
1,0.08,1,6.63102e-07,0
1,0.09,1,2.16067e-05,0
1,0.1,1,1.44541e-06,0
1,0.11,1,1.30758e-05,0
5,0.02,1,0.000199862,0
1,0.12,1,5.34356e-05,0
1,0.13,1,1.14702e-05,0
9,0.01,1,0.0010296,0
1,0.14,2,1.52811e-05,1
5,0.03,1,0.00010477,0
1,0.15,1,4.52138e-05,0
1,0.16,1,4.73261e-05,0
1,0.17,1,6.63102e-07,0
1,0.18,2,1.08927e-05,1
1,0.19,1,2.129e-05,0
1,0.2,1,6.51926e-07,0
1,0.21,2,2.17073e-05,1
1,0.22,2,8.3819e-07,1
1,0.23,1,9.46224e-07,0
1,0.24,1,1.65477e-05,0
1,0.25,2,5.43892e-07,1
1,0.26,1,2.60845e-05,0
1,0.27,1,2.17259e-05,0
1,0.28,1,9.05246e-07,0
1,0.29,1,5.02914e-07,0
1,0.3,2,2.07648e-05,1
1,0.31,1,1.10492e-05,0
5,0.04,1,0.000252571,0
1,0.32,1,5.53131e-05,0
1,0.33,1,5.08577e-05,0
1,0.34,2,5.28991e-07,1
1,0.35,2,2.43448e-05,1
1,0.36,1,7.07805e-07,0
1,0.37,1,2.11708e-05,0
1,0.38,1,2.08765e-05,0
1,0.39,1,1.09151e-06,0
1,0.4,1,1.30758e-05,0
1,0.41,2,1.29119e-05,1
9,0.02,1,0.00048247,0
1,0.42,1,1.14553e-05,0
1,0.43,2,5.28991e-07,1
1,0.44,1,4.4331e-07,0
1,0.45,2,1.72853e-06,1
1,0.46,1,4.95464e-07,0
1,0.47,1,7.30157e-07,0
1,0.48,1,4.90844e-05,0
1,0.49,2,2.06083e-05,1
5,0.05,2,0.000286493,0
1,0.5,1,2.74219e-05,0
13,0.01,2,0.00167682,0
1,0.51,1,4.17866e-05,0
1,0.52,2,5.36889e-05,1
1,0.53,2,2.95416e-05,1
1,0.54,1,7.97212e-07,0
1,0.55,1,3.02047e-05,0
1,0.56,2,1.47186e-05,1
1,0.57,1,1.16676e-05,0
1,0.58,2,1.44169e-06,1
1,0.59,2,3.20338e-05,1
5,0.06,2,0.000279095,0
1,0.6,1,5.01461e-05,0
1,0.61,2,8.41916e-07,1
1,0.62,2,2.51569e-05,1
1,0.63,1,3.87505e-05,0
1,0.64,1,7.45058e-07,0
1,0.65,1,4.76837e-07,0
1,0.66,2,5.55068e-07,1
1,0.67,1,1.15111e-06,0
1,0.68,2,1.99452e-05,1
1,0.69,1,2.88151e-05,0
1,0.7,2,8.41916e-07,1
5,0.07,2,0.00015166,0
17,0.01,1,0.00206456,0
1,0.71,2,3.97637e-05,1
1,0.72,2,7.07805e-07,1
1,0.73,2,5.17815e-07,1
1,0.74,2,1.04681e-06,1
1,0.75,2,1.51731e-05,1
1,0.76,1,5.73695e-07,0
1,0.77,2,3.12924e-07,1
1,0.78,2,3.71188e-05,1
1,0.79,2,0.000112507,1
1,0.8,2,5.17815e-07,1
21,0.01,1,0.00229554,0
1,0.81,2,4.20436e-05,1
5,0.08,1,0.000255141,0
1,0.82,2,4.2852e-05,1
1,0.83,2,4.41968e-05,1
1,0.839999,1,5.99772e-07,0
9,0.03,1,0.000881072,0
1,0.849999,2,2.4721e-05,1
1,0.859999,2,1.49384e-06,1
1,0.869999,2,2.37338e-05,1
1,0.879999,2,1.06879e-05,1
1,0.889999,2,1.50949e-05,1
1,0.899999,2,5.59166e-05,1
1,0.909999,2,1.11833e-05,1
1,0.919999,2,4.1455e-05,1
5,0.09,1,0.000297941,0
1,0.929999,2,7.19205e-05,1
1,0.939999,2,5.06639e-07,1
1,0.949999,2,1.0699e-05,1
1,0.959999,2,7.33882e-07,1
1,0.969999,2,7.0408e-07,1
1,0.979999,2,2.05003e-05,1
1,0.989999,2,2.47695e-05,1
5,0.1,1,0.000137407,0
1,0.999999,2,1.60262e-05,1
13,0.02,1,0.00120751,0
2,0.01,1,0.000155866,0
2,0.02,1,5.03324e-05,0
2,0.03,1,9.49688e-05,0
2,0.04,1,1.75834e-05,0
2,0.05,1,5.49592e-05,0
5,0.11,1,0.00039069,0
2,0.06,1,2.41846e-05,0
2,0.07,1,1.14404e-05,0
2,0.08,1,2.66433e-05,0
2,0.09,1,7.00764e-05,0
9,0.04,1,0.000888269,0
2,0.1,1,2.22586e-05,0
2,0.11,1,2.9929e-05,0
5,0.12,1,0.000186816,0
2,0.12,1,7.19614e-05,0
2,0.13,2,9.89586e-05,0
2,0.14,1,8.2925e-05,0
2,0.15,1,1.80304e-06,0
2,0.16,1,6.75395e-05,0
5,0.13,1,0.000330709,0
2,0.17,2,5.72205e-05,0
2,0.18,1,5.14351e-05,0
9,0.05,2,0.000502657,0
