n,p,n_steps,time,bottom_reached
1,0.01,1,0.00025662,0
1,0.02,1,1.34744e-05,0
1,0.03,1,1.04979e-05,0
1,0.04,1,5.28991e-07,0
1,0.05,1,2.36295e-05,0
1,0.06,1,3.33302e-05,0
1,0.07,1,5.40167e-07,0
1,0.08,1,5.96046e-07,0
1,0.09,1,1.0021e-06,0
1,0.1,1,2.06269e-05,0
1,0.11,1,2.76379e-05,0
1,0.12,1,7.71135e-07,0
1,0.13,1,2.29925e-05,0
1,0.14,1,1.38991e-05,0
5,0.01,1,0.000745095,0
1,0.15,1,4.80078e-05,0
1,0.16,1,2.66768e-05,0
1,0.17,1,1.16229e-06,0
1,0.18,1,1.22115e-05,0
1,0.19,1,1.04792e-05,0
1,0.2,1,3.11173e-05,0
1,0.21,1,1.53482e-06,0
1,0.22,1,1.22935e-06,0
1,0.23,2,6.70552e-07,1
1,0.24,1,4.32134e-07,0
1,0.25,1,1.30534e-05,0
1,0.26,1,6.62692e-05,0
1,0.27,2,1.21221e-05,1
1,0.28,2,9.574e-07,1
1,0.29,2,3.09758e-05,1
1,0.3,1,2.28472e-05,0
1,0.31,1,6.44475e-07,0
1,0.32,1,9.50322e-06,0
1,0.33,1,1.02259e-05,0
1,0.34,2,1.37091e-06,1
9,0.01,1,0.00108189,0
1,0.35,1,3.42615e-05,0
1,0.36,1,4.84288e-07,0
1,0.37,2,5.17815e-07,1
1,0.38,2,2.16849e-05,1
5,0.02,1,0.000373639,0
1,0.39,2,4.17344e-05,1
1,0.4,1,5.51343e-07,0
1,0.41,1,2.53655e-05,0
1,0.42,2,7.1153e-07,1
1,0.43,1,9.42498e-07,0
1,0.44,1,5.11296e-05,0
5,0.03,1,0.000166133,0
1,0.45,1,5.09284e-05,0
1,0.46,1,5.99772e-07,0
1,0.47,1,8.52719e-05,0
1,0.48,1,2.37972e-05,0
1,0.49,1,5.09731e-05,0
1,0.5,1,1.15633e-05,0
1,0.51,1,1.08033e-06,0
1,0.52,2,6.44699e-05,1
1,0.53,2,1.18203e-05,1
1,0.54,2,6.63102e-07,1
1,0.55,2,2.50861e-05,1
5,0.04,1,0.000309739,0
1,0.56,2,2.25939e-05,1
1,0.57,2,2.8193e-05,1
1,0.58,2,1.09486e-05,1
1,0.59,2,5.1409e-07,1
1,0.6,1,1.52029e-05,0
1,0.61,1,8.9407e-07,0
1,0.62,2,2.39834e-05,1
1,0.63,2,1.11014e-06,1
1,0.64,2,8.45641e-07,1
1,0.65,1,1.05686e-05,0
1,0.66,1,2.35811e-05,0
1,0.67,1,7.18981e-07,0
1,0.68,2,1.4402e-05,1
1,0.69,2,5.32866e-05,1
1,0.7,2,1.11386e-06,1
9,0.02,1,0.000738457,0
