n,p,n_steps,time,bottom_reached
1,0.01,1,0.000284497,0
13,0.01,1,0.000506002,0
9,0.01,1,0.000524703,0
5,0.01,1,0.000296228,0
1,0.02,1,3.01749e-06,0
1,0.03,1,4.14625e-05,0
1,0.04,1,1.17198e-05,0
1,0.05,1,3.82066e-05,0
1,0.06,1,3.07076e-05,0
1,0.07,1,1.07288e-06,0
1,0.08,1,2.18563e-05,0
1,0.09,1,1.04159e-05,0
1,0.1,1,8.15839e-07,0
1,0.11,1,1.39587e-05,0
1,0.12,1,6.22123e-07,0
1,0.13,1,9.38773e-07,0
1,0.14,1,1.70991e-06,0
1,0.15,1,4.4737e-05,0
1,0.16,1,4.4331e-07,0
1,0.17,1,1.30124e-05,0
1,0.18,1,7.89762e-07,0
1,0.19,1,3.36841e-05,0
1,0.2,1,4.35859e-07,0
5,0.02,1,0.000311531,0
1,0.21,2,2.09734e-05,1
1,0.22,1,7.1153e-07,0
1,0.23,1,2.08728e-05,0
1,0.24,1,1.98074e-05,0
1,0.25,1,1.29752e-05,0
1,0.26,2,6.29574e-07,1
1,0.27,1,5.32717e-07,0
1,0.28,1,6.74278e-07,0
1,0.29,1,5.16064e-05,0
1,0.3,1,5.92321e-07,0
1,0.31,1,5.99772e-07,0
1,0.32,2,1.79335e-05,1
1,0.33,2,1.32434e-05,1
1,0.34,2,1.57952e-06,1
1,0.35,2,5.10365e-07,1
1,0.36,1,9.76026e-06,0
1,0.37,2,4.17531e-05,1
1,0.38,2,4.61936e-07,1
1,0.39,1,7.52509e-07,0
1,0.4,2,7.07805e-07,1
5,0.03,1,0.000223711,0
1,0.41,1,3.21493e-06,0
1,0.42,1,7.00355e-07,0
1,0.43,1,3.51369e-05,0
13,0.02,1,0.000596318,0
1,0.44,1,1.38842e-05,0
1,0.45,2,2.17035e-05,1
1,0.46,2,1.24052e-06,1
1,0.47,1,1.94795e-05,0
1,0.48,2,9.71183e-06,1
1,0.49,2,1.22562e-05,1
1,0.5,2,7.33882e-07,1
9,0.02,2,0.00068149,0
1,0.51,1,1.08257e-05,0
1,0.52,2,2.73883e-05,1
1,0.53,1,8.08388e-07,0
1,0.54,2,2.35327e-05,1
1,0.55,2,1.00732e-05,1
1,0.56,2,1.34073e-05,1
1,0.57,1,1.23419e-05,0
1,0.58,2,7.41333e-07,1
1,0.59,2,2.85916e-05,1
5,0.04,1,0.000282869,0
1,0.6,2,2.78987e-05,1
1,0.61,1,1.074e-05,0
5,0.05,1,5.13047e-05,0
1,0.62,2,3.47607e-05,1
1,0.63,1,6.10314e-05,0
1,0.64,2,1.19023e-05,1
1,0.65,2,2.12789e-05,1
1,0.66,2,1.25915e-06,1
1,0.67,2,2.48216e-05,1
1,0.68,2,6.93165e-05,1
1,0.69,2,3.67947e-05,1
1,0.7,1,9.44361e-06,0
1,0.71,1,2.74852e-05,0
1,0.72,2,2.06009e-05,1
5,0.06,1,0.000312585,0
1,0.73,2,2.50787e-05,1
1,0.74,2,7.56234e-07,1
1,0.75,2,5.02914e-07,1
1,0.76,2,1.52141e-05,1
1,0.77,2,7.48783e-07,1
1,0.78,2,3.12924e-07,1
1,0.79,2,9.55909e-06,1
1,0.8,2,9.07481e-06,1
1,0.81,2,8.12113e-07,1
1,0.82,2,6.07222e-07,1
1,0.83,2,1.97925e-05,1
1,0.839999,2,4.3381e-05,1
1,0.849999,2,1.86153e-05,1
1,0.859999,2,5.81145e-07,1
1,0.869999,2,1.38953e-06,1
1,0.879999,1,1.28672e-05,0
1,0.889999,2,1.29864e-05,1
9,0.03,1,0.000711862,0
5,0.07,3,0.000217743,0
1,0.899999,2,7.92742e-05,1
1,0.909999,2,2.2009e-05,1
1,0.919999,2,1.30385e-06,1
